DISTRICT,DA311TA09R,DA311TA10R,DA311TC09R,DA311TC10R,DA311TM09R,DA311TM10R,DA311TR09R,DA311TR10R,DA311TS09R,DA311TS10R,DA311TW09R,DA311TW10R,DB311TA09R,DB311TA10R,DB311TC09R,DB311TC10R,DB311TM09R,DB311TM10R,DB311TR09R,DB311TR10R,DB311TS09R,DB311TS10R,DB311TW09R,DB311TW10R,DE311TA09R,DE311TA10R,DE311TC09R,DE311TC10R,DE311TM09R,DE311TM10R,DE311TR09R,DE311TR10R,DE311TS09R,DE311TS10R,DE311TW09R,DE311TW10R,DF311TA09R,DF311TA10R,DF311TC09R,DF311TC10R,DF311TM09R,DF311TM10R,DF311TR09R,DF311TR10R,DF311TS09R,DF311TS10R,DF311TW09R,DF311TW10R,DH311TA09R,DH311TA10R,DH311TC09R,DH311TC10R,DH311TM09R,DH311TM10R,DH311TR09R,DH311TR10R,DH311TS09R,DH311TS10R,DH311TW09R,DH311TW10R,DI311TA09R,DI311TA10R,DI311TC09R,DI311TC10R,DI311TM09R,DI311TM10R,DI311TR09R,DI311TR10R,DI311TS09R,DI311TS10R,DI311TW09R,DI311TW10R,DL311TA09R,DL311TA10R,DL311TC09R,DL311TC10R,DL311TM09R,DL311TM10R,DL311TR09R,DL311TR10R,DL311TS09R,DL311TS10R,DL311TW09R,DL311TW10R,DM311TA09R,DM311TA10R,DM311TC09R,DM311TC10R,DM311TM09R,DM311TM10R,DM311TR09R,DM311TR10R,DM311TS09R,DM311TS10R,DM311TW09R,DM311TW10R,DP311TA09R,DP311TA10R,DP311TC09R,DP311TC10R,DP311TM09R,DP311TM10R,DP311TR09R,DP311TR10R,DP311TS09R,DP311TS10R,DP311TW09R,DP311TW10R,DR311TA09R,DR311TA10R,DR311TC09R,DR311TC10R,DR311TM09R,DR311TM10R,DR311TR09R,DR311TR10R,DR311TS09R,DR311TS10R,DR311TW09R,DR311TW10R,DS311TA09R,DS311TA10R,DS311TC09R,DS311TC10R,DS311TM09R,DS311TM10R,DS311TR09R,DS311TR10R,DS311TS09R,DS311TS10R,DS311TW09R,DS311TW10R,DW311TA09R,DW311TA10R,DW311TC09R,DW311TC10R,DW311TM09R,DW311TM10R,DW311TR09R,DW311TR10R,DW311TS09R,DW311TS10R,DW311TW09R,DW311TW10R
"126905",80,83,85,89,87,90,92,94,97,98,93,96,79,81,93,96,83,84,94,96,-4,-4,-4,-4,72,78,80,87,82,86,87,91,95,97,90,94,80,84,83,89,88,90,93,96,97,98,95,98,71,78,79,85,82,87,89,91,99,96,89,96,93,91,-4,-1,93,-4,93,-4,-1,-1,-1,-1,54,60,33,58,75,78,76,77,86,75,90,92,80,83,87,90,87,90,91,93,96,97,90,94,88,-4,71,-4,-4,-4,-4,-4,-1,-4,-4,-1,57,63,67,76,71,75,82,87,92,95,84,88,33,48,39,67,50,60,60,73,68,86,67,59,82,85,86,90,88,90,93,95,96,98,93,96
"126906",77,82,78,89,87,90,91,91,95,-4,93,95,75,73,77,82,88,86,86,92,-4,-4,83,88,73,79,73,87,84,88,88,90,94,-4,92,94,74,82,70,87,85,89,90,94,92,-4,93,-4,79,83,77,87,86,93,91,91,93,-4,-4,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,58,30,53,59,77,59,76,63,-4,94,93,80,81,86,92,88,90,91,89,98,-4,93,92,60,73,52,82,78,85,84,85,91,-4,93,89,62,70,68,78,77,83,84,86,92,-4,89,95,51,50,67,-1,67,58,66,72,-1,-1,82,-1,84,86,90,98,91,90,95,95,98,-4,85,98
"126907",70,73,85,86,80,80,86,91,95,95,85,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,63,75,75,73,72,76,86,95,88,80,84,72,75,79,86,80,81,89,94,95,99,95,93,64,64,81,66,78,74,83,95,94,89,88,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,58,-1,50,78,82,40,83,-1,-1,83,-1,68,70,90,86,79,78,83,89,95,91,75,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,55,64,73,63,66,74,83,87,89,82,85,31,51,54,68,50,63,55,75,67,77,67,64,70,74,85,89,80,80,86,91,95,96,85,89
"126908",60,69,67,78,72,79,81,85,86,96,85,88,58,73,71,68,66,78,79,90,90,92,-4,88,55,65,61,77,68,77,75,81,81,96,80,86,61,67,61,75,72,77,83,86,84,97,90,92,55,61,61,74,69,74,74,79,81,95,80,88,-1,86,-1,-1,-1,86,-1,-4,-1,-1,-1,-1,39,47,35,61,61,69,52,61,40,86,78,68,60,71,74,82,72,81,79,85,88,95,80,85,62,81,79,92,66,85,83,92,85,-4,86,-4,38,49,50,68,52,62,67,74,76,93,72,75,14,28,18,61,27,42,41,56,61,80,14,62,64,74,70,82,74,83,85,90,90,97,87,88
"126911",72,73,73,84,82,83,88,90,92,98,91,91,-4,78,-1,-1,-4,78,-4,-4,-1,-1,-1,-1,63,66,66,78,75,76,80,86,84,97,87,89,71,74,67,78,82,84,88,90,89,96,93,96,66,72,59,81,77,84,87,94,85,95,88,85,56,61,-1,83,56,78,88,78,-1,-4,-1,-4,58,52,50,44,66,76,78,86,-1,80,75,75,72,72,78,90,81,81,87,89,94,99,88,88,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,53,58,53,72,69,72,79,83,84,95,84,86,32,32,50,50,43,50,54,61,80,87,67,50,73,73,76,84,83,82,88,89,94,98,91,92
"127901",73,81,84,86,81,87,89,94,98,97,95,99,54,67,-1,-1,75,75,85,-4,-1,-1,-1,-1,64,77,77,79,74,83,85,93,96,95,91,-4,71,82,79,88,81,85,89,95,97,97,-4,-4,66,77,81,79,74,85,85,91,-4,97,89,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,48,83,50,35,62,57,75,-1,-1,57,-4,74,81,90,86,81,88,89,93,-4,98,92,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,61,66,70,60,70,77,89,95,93,89,-4,27,69,38,-1,36,60,63,88,90,80,-1,-1,79,85,87,91,86,88,92,96,98,97,-4,-4
"127903",69,73,72,78,79,85,86,89,99,94,98,95,60,67,80,67,64,71,73,88,-1,91,-4,-1,63,66,65,80,75,82,78,84,-4,93,97,92,69,79,68,78,78,87,88,95,-4,94,-4,-4,63,64,63,68,73,82,83,81,-4,93,-4,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,64,50,-1,83,93,73,77,-1,-1,-1,-1,70,68,76,79,79,84,83,83,98,95,98,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,48,48,60,57,71,71,76,97,90,96,86,33,17,-1,57,48,48,48,32,-1,75,-1,-1,73,79,78,85,83,88,88,93,98,95,97,95
"127904",67,74,78,84,77,85,87,90,94,94,91,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,66,74,80,74,79,84,84,90,89,91,94,75,76,80,81,82,86,91,92,94,91,96,98,57,51,61,50,69,67,80,84,92,69,85,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,73,76,88,72,83,84,87,94,98,84,87,-1,80,-1,-1,-1,80,-1,80,-1,-1,-1,-1,46,55,58,74,59,71,78,82,86,90,88,86,33,33,20,-4,32,53,49,47,71,-4,-1,-1,68,77,80,88,77,87,88,91,94,97,92,90
"127905",63,73,79,80,70,84,86,84,95,91,80,87,80,-4,-1,-1,80,-4,-4,-4,-1,-1,-1,-1,55,67,81,68,62,84,86,82,92,87,75,83,63,64,79,67,71,80,90,76,-4,80,-1,60,20,-1,-1,-1,60,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,78,80,89,70,86,82,89,92,-4,73,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,57,88,73,63,75,92,60,-4,91,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,74,88,85,70,85,88,87,-4,-4,75,85
"127906",76,86,80,88,87,92,92,97,89,94,98,99,70,81,69,-4,90,84,97,-4,90,83,-4,-1,70,82,76,83,84,90,89,96,85,93,97,-4,76,84,80,82,88,90,93,98,85,89,-4,-4,67,79,70,77,82,90,85,95,83,91,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,87,81,92,87,95,92,96,93,98,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,70,59,70,71,81,83,94,77,88,93,96,54,82,50,86,65,93,88,-4,60,70,-1,-1,86,94,91,97,91,97,98,99,94,-4,96,96
"128901",80,85,86,89,87,90,94,96,96,96,98,97,58,71,63,56,74,81,95,95,-4,75,-1,-1,76,81,81,84,84,87,92,95,94,96,97,97,81,86,83,87,88,90,96,97,94,96,98,-4,75,82,79,88,82,87,93,95,92,96,-4,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,85,88,92,86,89,93,96,98,97,98,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,66,70,79,66,75,89,90,90,92,96,93,50,79,60,80,68,90,76,85,-4,86,86,-4,91,94,96,97,96,95,97,99,-4,-4,96,98
"128902",58,68,53,79,69,74,89,92,83,96,96,88,40,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,65,49,77,64,70,86,92,78,96,94,87,60,71,47,79,73,75,93,95,85,97,-4,93,54,66,46,77,66,73,88,92,78,96,95,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,66,59,79,66,72,85,90,81,95,91,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,46,35,63,48,53,79,85,71,93,88,77,26,41,18,14,30,50,50,65,29,33,-1,-1,75,74,86,85,82,76,93,92,-4,94,-4,94
"128903",80,74,88,84,88,82,91,90,94,98,95,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,69,79,77,86,78,87,88,93,97,94,94,75,71,75,79,85,79,92,91,85,-4,94,96,77,73,87,79,87,82,89,90,95,98,94,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,77,95,88,90,85,90,90,-4,97,96,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,53,73,74,73,65,82,80,88,96,94,77,31,27,-1,-1,50,20,50,55,-1,-1,-1,-1,93,77,92,-4,93,83,-4,90,89,-4,-4,-1
"128904",95,96,95,97,97,98,98,99,99,-4,98,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,89,91,94,80,92,90,97,89,-4,-4,-4,94,95,92,94,96,97,98,98,-4,-4,-4,-4,76,74,86,83,76,85,86,93,-1,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,96,98,-4,97,98,97,99,98,-4,95,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,53,-1,60,80,73,73,87,-1,-1,-1,-1,63,83,-4,-1,75,-4,81,92,-1,-1,-1,-1,97,99,96,99,99,-4,99,-4,-4,-4,97,-4
"129901",79,83,89,88,85,88,92,94,97,98,93,96,62,71,83,81,68,80,83,88,94,92,93,91,68,75,78,84,77,83,87,89,94,95,93,92,78,83,85,86,84,89,94,96,97,98,99,97,71,78,80,82,80,86,89,92,94,-4,95,-4,57,71,-1,-1,71,71,71,-4,-1,-1,-1,-1,52,62,-1,75,76,79,63,69,-1,-1,89,-1,80,82,94,90,86,88,91,92,98,98,89,95,79,-4,-1,-1,86,-4,79,-4,-1,-1,-1,-4,57,62,75,75,69,74,83,86,92,95,87,89,38,49,66,56,54,68,66,77,78,79,72,69,82,85,91,90,88,90,94,95,98,98,94,95
"129902",81,87,84,89,87,91,93,96,94,97,95,96,69,79,73,80,76,84,90,95,91,93,92,92,72,79,76,82,81,86,88,92,88,94,94,91,83,87,84,87,87,91,95,97,95,97,97,99,77,83,82,85,84,90,90,94,92,97,95,96,79,94,93,-4,85,97,93,97,-4,-4,-4,-4,61,69,63,64,72,82,71,80,62,89,86,90,80,87,84,91,87,91,91,95,94,97,92,94,94,94,96,97,99,97,94,96,94,-4,-4,-4,56,67,61,76,67,77,82,90,87,94,86,90,38,55,40,66,55,71,61,72,66,85,66,77,84,89,86,92,89,93,94,97,95,98,95,97
"129903",77,79,84,84,86,87,90,91,95,95,92,92,58,68,67,80,71,73,78,86,86,97,88,93,73,73,80,78,84,83,87,87,94,92,89,92,76,79,79,79,85,86,91,93,95,95,94,96,70,72,76,77,82,83,84,87,94,94,89,91,91,84,-4,-1,-4,88,-4,89,-1,80,-1,-4,54,56,33,34,76,71,61,67,50,56,78,85,78,79,88,89,87,87,89,90,96,95,89,89,83,95,-4,-1,89,95,94,-4,-1,-1,-1,-4,59,64,63,71,72,76,80,82,88,92,81,86,57,47,61,71,76,60,76,66,89,76,81,59,84,85,89,90,89,90,94,94,97,96,94,93
"129904",66,72,73,80,76,83,86,90,94,96,81,91,70,74,85,71,77,82,87,91,78,-4,-1,-4,58,67,63,75,71,79,81,87,93,94,77,90,68,73,72,78,77,82,88,92,93,94,87,98,60,77,61,72,77,84,85,93,94,91,79,91,40,82,-1,88,63,90,60,91,-1,-4,-1,-1,41,50,13,31,61,59,65,77,-4,67,60,80,64,71,74,83,75,83,83,89,95,97,76,86,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,44,55,60,68,58,69,76,82,92,91,61,85,30,46,46,47,45,68,47,65,81,93,48,75,67,71,75,82,75,82,86,89,94,96,81,91
"129905",80,85,90,92,86,90,92,95,98,99,93,95,59,69,81,58,68,77,89,91,-4,83,80,-4,76,81,88,90,83,87,89,94,96,99,92,94,81,85,89,93,86,90,93,96,97,-4,96,97,79,78,87,86,84,86,90,92,97,99,94,98,64,89,78,-1,71,88,77,89,80,-1,-1,-1,59,55,60,64,84,73,69,69,-1,83,83,-4,79,85,92,92,87,90,91,95,98,97,90,93,94,89,-4,88,-4,89,94,89,-4,86,-1,-1,58,67,78,81,69,77,82,89,95,96,86,86,52,68,69,71,58,80,73,80,89,90,67,84,81,86,91,94,87,91,92,96,98,99,94,95
"129906",56,62,61,72,67,72,82,84,88,92,87,83,40,47,46,61,53,59,74,79,86,90,81,81,49,56,52,65,62,68,77,80,84,90,85,78,57,64,56,72,69,73,84,87,88,94,93,86,54,61,53,67,67,74,79,80,82,91,87,80,27,63,-1,80,36,71,73,88,-1,-1,-1,-1,42,43,25,20,58,65,63,61,29,75,78,66,56,60,66,71,65,71,79,81,88,89,81,80,76,86,72,86,94,94,88,94,-4,91,-1,86,40,44,40,56,53,58,74,76,80,87,78,72,18,22,28,36,26,32,42,49,60,51,48,49,70,73,79,83,77,79,89,91,93,93,91,87
"129910",77,87,85,95,84,91,92,96,94,99,-4,-4,54,68,67,79,65,82,80,95,83,-4,-4,-1,76,84,81,96,82,88,90,94,87,-4,-4,-4,78,88,78,94,84,91,96,96,92,-4,-4,-4,83,78,93,-4,92,82,92,91,89,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,87,91,97,84,90,88,96,96,99,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,74,68,87,67,82,83,91,91,97,-4,-4,44,57,54,83,53,63,74,82,75,-4,-4,-1,78,89,85,96,85,92,92,96,95,99,-4,-4
"130801",25,15,27,8,21,29,56,59,82,38,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,16,33,9,25,30,50,57,78,42,-1,50,-3,11,-1,-3,-1,25,40,78,-1,33,-1,-1,27,13,29,13,22,25,55,58,86,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,18,38,14,30,31,64,46,88,43,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,17,33,9,25,25,50,60,78,36,-1,50,29,9,-1,-1,17,17,43,29,-1,40,-1,20,-1,25,-1,-1,-1,43,-1,75,-1,-1,-1,-1
"130901",92,92,95,95,95,95,97,97,99,99,96,97,81,86,93,88,90,93,94,96,90,-4,-4,-1,74,78,81,86,84,85,88,92,96,96,88,92,91,92,94,94,95,95,97,98,99,99,97,98,81,83,86,88,89,89,92,94,98,98,90,94,89,94,-4,-4,94,94,94,-4,-1,-4,-4,-1,54,60,38,71,72,78,75,78,60,85,76,74,92,92,96,97,95,95,97,96,-4,99,95,97,93,92,96,94,95,94,96,98,94,-4,-4,-4,69,72,79,81,81,82,87,90,96,95,85,89,81,70,93,88,91,78,87,84,94,92,85,-4,94,94,97,97,97,97,98,98,-4,99,97,98
"130902",70,76,81,83,78,82,85,90,94,97,94,96,-1,80,-1,-1,-1,80,-1,-4,-1,-1,-1,-1,57,67,70,75,68,75,78,86,89,96,92,94,72,77,80,79,78,83,88,92,94,97,96,99,56,68,67,73,67,76,78,87,90,95,93,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,38,33,61,48,57,52,57,57,-1,78,90,69,75,81,87,79,82,83,88,95,97,93,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,52,60,64,56,64,69,79,87,93,89,90,29,37,45,50,44,53,50,57,71,80,75,79,84,84,92,93,89,88,93,94,97,99,95,95
"131001",63,84,73,88,80,91,88,94,-1,-1,91,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,62,40,-1,76,77,80,85,-1,-1,80,-1,81,-4,-1,-1,94,-4,88,-4,-1,-1,-4,-1,60,76,57,80,83,82,83,88,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,76,75,80,72,86,88,90,-1,-1,83,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,56,-1,-1,67,67,75,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,93,-1,-1,70,-4,-4,-4,-1,-1,-1,-1
"132902",76,78,79,89,81,82,92,-4,97,97,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,83,80,95,70,86,86,-4,-4,-4,-4,-4,80,81,71,91,86,84,96,-4,-4,95,-4,-4,50,73,20,86,67,80,88,-4,-1,-1,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,75,86,86,76,81,88,-4,94,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,65,54,86,59,68,82,-4,89,-4,-1,-4,33,33,50,-1,56,44,63,-4,-1,-1,-1,-1,82,79,88,90,84,83,93,-4,96,96,-4,-4
"133901",68,71,81,77,74,79,88,87,95,89,90,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,70,75,74,77,78,86,86,95,88,90,96,71,76,79,80,76,83,92,92,96,90,92,-4,70,67,73,75,80,77,85,83,-4,90,92,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,28,-1,-3,55,52,64,50,-1,-1,-1,67,66,67,83,74,73,76,84,82,95,88,88,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,44,64,52,50,59,75,70,90,78,74,88,19,14,46,21,30,20,40,30,56,40,-1,71,68,75,87,77,72,82,89,90,93,87,90,96
"133902",75,78,77,80,83,85,92,94,92,-4,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,53,62,33,66,70,76,82,86,-1,89,90,78,79,72,83,86,82,94,93,87,-4,95,-4,48,53,55,45,68,71,74,84,80,-4,-4,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,18,-1,-1,38,50,38,55,-1,-1,-1,-1,71,78,83,76,79,90,90,94,-4,-4,-4,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,43,45,33,55,67,72,75,80,-1,80,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,88,84,96,90,91,98,97,95,-4,96,-4
"133903",83,88,90,91,88,92,94,96,98,98,97,98,75,76,77,86,81,83,89,91,-4,96,92,-4,76,82,83,84,83,89,91,94,97,95,95,96,83,87,87,88,88,92,95,97,98,98,99,98,75,82,82,84,83,89,90,94,96,96,96,98,83,-4,-1,-1,92,-4,-4,-4,-1,-1,-1,-1,49,61,67,50,67,74,68,76,92,73,95,94,83,88,92,93,88,93,93,95,99,97,95,98,88,-4,83,-4,92,-4,96,-4,-4,-4,-4,-4,70,77,80,83,77,85,88,92,97,95,94,97,48,72,-4,84,53,79,63,82,-4,-4,82,95,90,92,95,96,92,95,97,98,99,99,99,98
"133904",73,72,78,83,83,80,91,88,97,94,91,94,60,-1,-1,-1,70,-1,90,-1,-1,-1,-1,-1,64,60,63,74,78,71,86,82,94,90,89,96,73,76,73,84,84,83,92,92,96,96,94,97,62,64,60,72,77,73,87,86,91,93,90,97,58,67,-1,86,58,67,-4,92,-1,-4,-1,-1,33,58,12,40,54,66,63,65,63,60,80,83,73,69,84,83,81,78,89,84,97,93,89,91,90,83,-1,83,-4,91,90,-4,-1,-4,-1,-1,56,55,61,72,71,68,84,78,93,91,89,89,52,38,-4,63,67,57,76,60,-1,63,60,-1,79,76,89,89,86,84,93,89,-4,94,91,92
"133905",-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1
"134901",73,77,84,84,78,83,94,93,97,95,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,72,77,85,76,79,91,92,95,95,94,-4,74,81,79,84,80,86,93,96,-4,-4,98,-4,59,67,70,72,70,77,92,91,94,93,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,71,73,88,84,76,79,95,91,93,91,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,52,68,63,48,61,87,82,90,90,91,-4,38,44,45,52,46,52,83,78,89,76,80,-4,80,84,92,91,83,87,94,95,98,97,95,-4
"135001",89,95,89,97,94,96,95,97,-4,-4,-4,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,92,-1,-4,-4,92,88,92,-1,-1,-1,86,85,92,86,91,96,96,92,96,-4,-4,-4,86,86,82,-1,-1,86,82,-4,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,96,93,-4,93,96,97,98,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,82,67,-4,90,81,92,88,-4,-4,-1,-1,63,-4,60,-1,-4,-4,75,-4,-1,-1,-1,-1,90,97,88,96,96,98,94,-4,-4,-4,-4,-4
"136901",71,80,81,81,78,88,90,93,90,93,99,96,80,-4,-1,-4,-4,-4,80,-4,-1,-1,-1,-1,63,75,72,75,71,84,86,92,84,88,98,95,72,81,79,76,80,90,90,94,90,93,-4,-4,63,76,74,76,72,86,87,92,87,90,98,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,38,40,11,50,50,55,73,-1,-1,-4,-1,70,79,82,87,77,87,90,93,91,93,98,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,66,73,63,68,79,87,91,86,87,98,95,23,41,25,54,20,53,65,84,25,89,-4,-1,91,89,96,94,95,93,97,96,-4,-4,-4,-4
"137901",55,57,66,72,62,65,81,82,83,85,90,91,40,49,50,69,52,56,72,79,85,67,88,79,50,53,60,67,58,61,77,79,78,82,88,90,56,59,64,74,63,66,86,84,84,91,94,93,53,56,65,71,60,63,80,81,81,85,89,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,35,15,11,46,48,57,46,25,41,69,-4,53,56,69,70,61,63,76,79,82,80,86,88,79,66,90,73,85,78,96,84,-4,89,80,-4,31,36,46,57,40,45,70,71,75,78,82,83,11,19,18,35,16,23,30,36,37,44,71,64,69,69,77,81,73,74,90,90,92,91,98,92
"137902",79,88,86,92,88,93,89,94,96,95,98,98,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,67,82,75,88,80,89,84,90,90,94,97,97,80,87,86,92,88,91,91,91,94,97,-4,-4,74,86,81,89,85,91,87,92,94,93,98,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,78,-1,-1,56,89,63,78,-1,-1,-1,-4,78,89,86,92,88,94,87,96,98,94,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,66,58,71,64,77,66,80,82,82,95,97,54,67,50,-1,75,75,80,75,-1,-1,-1,-1,91,95,97,-4,96,96,94,98,-4,-4,-4,-4
"137903",73,74,75,83,80,80,90,91,91,96,96,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,62,68,75,75,72,85,84,84,92,94,94,76,79,78,89,82,83,92,93,97,98,97,93,65,67,67,74,75,75,86,88,85,93,94,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,69,73,78,78,77,88,89,86,93,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,43,61,61,61,54,77,78,83,88,-4,90,21,15,17,31,23,16,45,42,67,58,-1,-1,87,86,88,97,89,87,96,95,-4,-4,-4,-4
