DISTRICT,D200A001S16R,D200AC01S16R,D200AM01S16R,D200AR01S16R,D200AS01S16R,D200AW01S16R,D300A001S16R,D300AC01S16R,D300AM01S16R,D300AR01S16R,D300AS01S16R,D300AW01S16R,D400A001S16R,D400AC01S16R,D400AM01S16R,D400AR01S16R,D400AS01S16R,D400AW01S16R,DA00A001S16R,DA00AC01S16R,DA00AM01S16R,DA00AR01S16R,DA00AS01S16R,DA00AW01S16R,DB00A001S16R,DB00AC01S16R,DB00AM01S16R,DB00AR01S16R,DB00AS01S16R,DB00AW01S16R,DE00A001S16R,DE00AC01S16R,DE00AM01S16R,DE00AR01S16R,DE00AS01S16R,DE00AW01S16R,DF00A001S16R,DF00AC01S16R,DF00AM01S16R,DF00AR01S16R,DF00AS01S16R,DF00AW01S16R,DH00A001S16R,DH00AC01S16R,DH00AM01S16R,DH00AR01S16R,DH00AS01S16R,DH00AW01S16R,DI00A001S16R,DI00AC01S16R,DI00AM01S16R,DI00AR01S16R,DI00AS01S16R,DI00AW01S16R,DL00A001S16R,DL00AC01S16R,DL00AM01S16R,DL00AR01S16R,DL00AS01S16R,DL00AW01S16R,DM00A001S16R,DM00AC01S16R,DM00AM01S16R,DM00AR01S16R,DM00AS01S16R,DM00AW01S16R,DR00A001S16R,DR00AC01S16R,DR00AM01S16R,DR00AR01S16R,DR00AS01S16R,DR00AW01S16R,DS00A001S16R,DS00AC01S16R,DS00AM01S16R,DS00AR01S16R,DS00AS01S16R,DS00AW01S16R,DW00A001S16R,DW00AC01S16R,DW00AM01S16R,DW00AR01S16R,DW00AS01S16R,DW00AW01S16R
"183904",88,.,-1,-1,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,78,89,79,77,73,71,-1,-1,-1,-1,-1,.,71,86,75,67,71,57,82,91,82,81,79,77,69,100,71,67,-1,-1,-1,.,-1,-1,.,-1,63,-1,78,60,-1,-1,74,86,77,73,66,68,59,-1,75,50,-1,-1,40,-1,52,35,-1,-1,79,87,81,78,74,73
"184801",-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,64,83,63,52,74,.,100,-1,.,-1,-1,.,58,-1,55,45,75,.,69,83,67,63,73,.,30,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,58,83,-1,37,75,.,65,88,67,54,73,.,-1,-1,-1,-1,-1,.,73,100,71,53,87,.
"184901",-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,79,82,84,72,83,89,.,.,.,.,.,.,76,78,78,71,76,88,79,84,84,72,78,88,78,83,84,67,80,91,-1,.,-1,-1,.,-1,67,-1,72,53,-1,-1,80,81,84,72,87,90,66,71,73,56,71,70,40,46,44,34,-1,-1,80,82,84,73,84,88
"184902",75,55,73,76,89,-1,100,-1,100,100,-1,-1,-1,.,.,.,-1,.,75,78,78,71,80,71,59,63,50,59,-1,83,70,73,74,65,75,65,77,77,79,75,78,79,71,72,77,67,78,57,62,-1,50,67,-1,-1,54,44,64,53,55,33,73,78,77,68,81,63,58,63,63,53,65,53,31,40,38,24,41,19,76,80,79,72,80,73
"184903",70,66,64,71,85,77,91,92,95,88,90,100,-1,.,-1,-1,.,.,77,81,76,75,85,71,60,64,57,60,75,52,66,70,67,64,75,56,80,84,78,81,85,76,69,74,69,66,81,63,67,83,59,80,-1,-1,51,55,55,46,59,52,74,79,75,70,85,66,59,66,59,56,73,45,40,44,43,36,45,34,81,85,81,79,87,73
"184904",95,-1,100,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,76,79,79,74,74,70,-1,.,.,-1,.,.,71,72,75,68,73,62,78,82,80,80,64,73,66,50,71,66,67,63,-1,.,-1,-1,-1,.,35,-1,45,-1,-1,-1,74,75,79,68,81,66,50,50,57,45,61,32,35,-1,41,33,36,-1,77,82,80,75,76,70
"184907",92,100,95,93,86,78,88,92,91,86,-1,100,.,.,.,.,.,.,92,94,93,92,90,89,86,86,88,87,84,83,77,82,79,78,69,67,93,94,94,94,89,92,84,83,86,84,77,81,88,100,86,89,75,-1,54,52,63,53,-1,50,91,94,93,91,90,85,76,81,80,74,72,65,63,69,66,62,57,49,94,95,94,94,92,90
"184908",65,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,78,78,82,79,64,70,31,-1,-1,-1,-1,-1,68,75,71,69,51,58,80,80,83,81,63,78,68,66,74,66,59,67,83,-1,-1,-1,.,.,49,-1,64,33,.,-1,75,76,80,76,66,63,59,59,66,62,36,44,34,36,37,32,33,-1,80,81,84,82,65,72
"184909",88,100,92,78,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,89,94,88,88,95,80,70,-1,-1,78,-1,-1,77,90,75,78,93,57,88,94,86,88,94,83,78,86,77,81,82,58,100,-1,-1,-1,.,-1,51,-1,54,53,.,-1,89,94,90,88,95,77,74,88,73,72,83,53,57,67,54,58,-1,50,90,95,90,89,96,83
"184911",75,-1,-1,-1,.,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,82,79,78,86,92,81,-1,-1,-1,-1,-1,.,74,73,65,80,100,79,86,84,84,88,90,93,78,71,68,84,-1,86,.,.,.,.,.,.,-1,-1,-1,-1,.,.,76,70,70,84,-1,72,64,-1,58,73,-1,58,36,-1,-1,-1,-1,-1,83,80,79,88,90,79
"185901",-1,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,59,53,54,67,56,61,.,.,.,.,.,.,58,50,53,66,51,63,62,50,52,74,50,78,59,53,54,65,55,60,.,.,.,.,.,.,34,-1,26,41,-1,52,57,57,56,59,63,47,51,54,43,57,50,49,22,-1,-1,-1,-1,-1,76,-1,55,100,-1,-1
"185902",-1,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,79,90,77,77,84,70,.,.,.,.,.,.,73,85,70,72,85,63,83,89,81,82,84,85,76,84,74,73,88,69,.,.,.,.,.,.,57,69,61,48,-1,67,76,92,74,73,83,57,65,81,61,63,74,61,34,70,33,26,-1,-1,82,96,81,81,78,69
"185903",-1,.,.,-1,-1,.,-1,.,-1,-1,.,.,.,.,.,.,.,.,69,60,75,70,65,68,46,-1,-1,-1,.,.,67,57,74,67,60,68,70,61,72,75,62,72,68,58,74,69,63,69,.,.,.,.,.,.,47,35,55,46,30,48,68,59,78,65,69,63,56,43,64,57,47,54,39,32,49,36,33,33,80,79,79,85,84,59
"185904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,64,73,66,70,60,.,.,.,.,.,.,66,64,73,63,68,47,73,62,76,72,80,75,66,61,66,65,89,-1,.,.,.,.,.,.,52,-1,55,60,.,-1,64,67,71,61,58,53,57,50,63,57,65,-1,25,-1,-1,-1,-1,-1,69,67,77,67,61,61
"186901",80,.,-1,-1,86,.,.,.,.,.,.,.,.,.,.,.,.,.,70,73,74,65,67,79,-1,.,.,-1,-1,.,68,63,78,59,67,76,67,68,71,63,63,79,67,71,72,63,50,75,.,.,.,.,.,.,40,71,60,27,-1,-1,73,76,76,69,69,80,43,67,60,30,-1,-1,60,-1,-1,-1,-1,-1,81,78,81,78,-1,100
"186902",73,-1,-1,-1,.,-1,94,-1,100,88,-1,-1,.,.,.,.,.,.,68,71,73,66,60,63,50,-1,-1,-1,-1,.,62,63,68,60,52,57,72,73,75,72,61,69,67,70,72,65,59,60,-1,.,-1,-1,.,.,43,41,57,36,23,37,65,70,70,61,58,57,53,54,60,50,39,42,37,51,39,33,22,33,79,81,78,79,68,82
"186903",.,.,.,.,.,.,-1,-1,-1,-1,-1,.,88,-1,-1,-1,.,.,84,91,91,81,73,73,-1,.,-1,-1,.,.,73,83,88,67,44,50,87,95,91,85,62,83,80,88,88,78,58,69,100,.,-1,-1,-1,-1,71,100,90,58,-1,-1,82,88,90,78,79,64,70,81,83,67,48,43,53,-1,67,45,-1,-1,92,97,96,88,91,88
"187901",66,-1,67,54,83,-1,-1,.,-1,-1,.,-1,.,.,.,.,.,.,66,84,64,64,64,58,.,.,.,.,.,.,60,88,52,58,70,50,70,93,64,69,63,66,62,83,57,64,-1,-1,59,79,54,57,56,67,.,.,.,.,.,.,62,72,63,60,65,48,47,72,48,43,43,37,39,-1,41,37,-1,-1,68,84,68,67,63,58
"187903",67,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,61,75,62,58,58,55,58,88,75,48,50,-1,59,76,62,55,57,54,66,76,72,65,50,63,65,74,64,62,67,67,.,.,.,.,.,.,51,-1,62,39,-1,-1,55,73,53,51,69,47,45,63,48,39,50,39,23,-1,-1,-1,-1,-1,54,63,52,58,-1,50
"187904",57,-1,56,56,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,57,48,57,63,45,49,43,39,40,47,37,44,51,42,51,57,38,46,59,50,58,66,40,57,61,47,62,69,45,54,.,.,.,.,.,.,44,28,45,50,-1,42,55,46,56,60,49,41,46,33,49,51,27,44,26,37,29,20,-1,-1,65,56,67,70,55,49
"187906",-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,71,73,66,70,80,89,76,-1,75,74,-1,-1,69,71,62,67,80,92,67,65,61,69,71,-1,65,71,64,54,-1,100,-1,-1,-1,-1,-1,-1,52,75,50,-1,.,.,76,90,70,72,88,87,57,70,51,50,83,71,64,-1,-1,71,-1,-1,79,89,69,82,83,88
"187907",57,75,56,54,67,41,91,-1,100,92,-1,100,-1,.,.,.,-1,.,63,69,64,65,55,57,47,51,43,47,54,48,56,60,56,58,47,51,68,69,65,73,55,70,58,58,59,61,50,52,53,-1,50,54,-1,-1,42,37,44,45,-1,37,59,69,62,58,55,47,44,48,42,44,47,39,26,32,29,26,15,15,67,74,68,69,56,61
"187910",53,-1,55,45,-1,-1,89,.,-1,-1,-1,-1,.,.,.,.,.,.,78,79,82,75,83,70,78,-1,100,-1,-1,-1,72,74,76,70,78,63,80,76,82,80,79,82,80,92,86,71,90,79,50,-1,-1,-1,-1,.,-1,.,-1,-1,.,.,76,82,82,71,86,59,67,73,72,62,72,52,30,38,40,22,36,-1,79,79,82,76,83,70
"188901",77,82,78,74,81,75,74,79,84,65,76,68,83,71,100,75,-1,-1,77,81,81,73,78,68,65,71,69,60,71,55,71,76,77,67,72,62,79,81,82,78,78,77,74,78,80,70,74,65,83,91,89,77,88,57,62,62,74,55,52,52,74,81,80,69,78,60,64,71,70,59,67,50,43,48,51,37,47,28,84,88,85,82,84,77
"188902",71,82,53,73,100,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,71,74,74,65,78,75,69,-1,70,64,-1,100,67,69,71,61,71,70,74,75,76,71,78,79,67,57,70,67,68,74,63,-1,-1,-1,-1,-1,51,-1,59,54,-1,63,68,73,73,61,78,70,52,52,57,47,56,56,21,30,14,18,47,-1,73,79,77,65,82,74
"188903",83,-1,89,70,-1,-1,88,100,87,84,100,69,-1,.,-1,-1,.,.,79,84,82,77,82,69,75,-1,69,79,71,100,77,84,80,74,85,67,84,87,84,85,81,75,76,79,79,74,82,69,79,-1,78,78,.,-1,71,83,76,66,83,-1,75,80,80,69,83,62,64,67,70,59,64,53,45,56,45,47,44,-1,80,83,84,78,78,63
"188904",92,100,100,86,92,-1,100,.,-1,-1,-1,-1,.,.,.,.,.,.,87,87,91,86,81,85,88,-1,86,100,-1,-1,75,76,79,72,67,77,89,89,92,90,78,88,81,77,85,83,72,71,100,-1,100,100,-1,-1,43,-1,-1,-1,-1,-1,85,86,89,82,84,81,71,77,77,70,52,52,47,52,57,43,-1,41,88,88,91,86,82,87
"189901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,65,67,70,49,74,.,.,.,.,.,.,63,61,63,65,47,67,64,66,61,71,38,61,65,65,65,69,44,70,.,.,.,.,.,.,58,64,60,54,-1,-1,70,65,73,69,55,80,53,53,55,58,30,47,38,71,31,34,-1,-1,84,-1,83,86,83,89
"189902",100,-1,-1,-1,.,-1,100,100,100,100,-1,-1,.,.,.,.,.,.,70,76,72,65,76,67,.,.,.,.,.,.,69,76,71,64,75,67,74,78,76,71,70,71,69,75,72,64,76,66,-1,.,-1,-1,.,-1,61,66,67,55,62,59,66,74,68,58,81,63,60,64,66,55,63,56,31,35,35,25,42,-1,67,-1,-1,-1,-1,-1
"190903",74,73,69,82,67,67,100,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,79,80,80,79,71,77,57,-1,56,53,83,-1,74,77,76,74,65,69,78,75,81,81,63,81,80,81,83,78,72,82,75,-1,78,70,-1,-1,64,57,70,64,-1,56,79,84,80,77,78,74,63,65,65,64,52,56,46,44,42,49,53,36,79,81,80,80,70,77
"191901",84,82,93,81,89,70,91,95,96,89,70,93,69,-1,-1,-1,.,-1,82,85,87,80,80,74,75,76,78,73,85,70,71,76,78,67,70,59,84,85,88,83,80,79,78,80,85,76,75,65,81,86,93,69,100,70,63,68,74,55,-1,52,81,84,86,78,79,69,62,68,71,56,59,42,41,49,49,34,43,22,84,86,88,82,81,78
"192901",60,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,58,67,56,58,59,57,71,.,-1,-1,-1,-1,53,61,50,52,56,49,59,60,55,63,52,66,56,67,53,55,59,54,100,-1,-1,-1,.,.,34,42,40,28,39,-1,58,75,57,53,68,49,49,61,46,47,52,46,20,-1,-1,16,-1,-1,73,71,75,73,65,79
"193801",-1,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,35,50,26,37,35,-1,-1,-1,-1,-1,.,.,33,46,23,38,38,-1,34,47,27,36,-1,-1,37,64,23,38,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,.,-1,36,53,25,38,-1,-1,30,48,19,32,-1,-1,19,38,-1,21,-1,-1,34,44,28,37,-1,-1
"193902",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,79,66,76,74,61,.,.,.,.,.,.,63,61,58,71,50,59,72,80,62,76,80,67,54,55,50,60,47,53,.,.,.,.,.,.,39,-1,-1,36,-1,-1,72,77,71,75,71,56,39,47,33,38,40,-1,40,-1,42,39,-1,-1,86,91,81,89,96,69
"194902",50,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,79,89,79,76,85,73,-1,.,.,.,-1,.,75,84,76,72,75,69,83,97,83,81,85,75,74,-1,86,67,-1,-1,86,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,74,80,74,71,84,71,64,81,63,62,67,59,37,62,27,39,-1,-1,80,90,79,79,82,75
"194903",70,-1,80,79,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,79,73,89,78,67,73,83,-1,94,75,-1,-1,76,68,87,76,64,62,82,71,92,82,69,76,80,74,91,76,71,86,-1,.,-1,-1,-1,.,85,100,92,71,-1,-1,78,74,87,76,65,71,66,64,80,61,56,52,53,33,67,51,47,-1,80,74,89,79,66,74
"194904",59,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,62,61,66,61,53,68,60,60,66,58,55,61,61,61,65,59,52,63,70,66,73,68,60,85,69,68,73,67,54,81,-1,-1,-1,-1,.,.,67,67,68,65,-1,91,55,56,59,54,49,54,55,58,60,47,63,65,34,-1,42,22,-1,-1,58,53,56,60,50,75
"194905",71,-1,67,67,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,60,69,51,66,65,49,46,50,38,52,-1,-1,56,57,49,63,52,54,65,72,53,71,72,63,69,100,59,71,-1,-1,-1,.,.,.,-1,.,-1,.,-1,-1,.,.,55,65,49,61,55,36,37,48,23,43,56,40,27,-1,21,35,-1,-1,60,68,51,67,64,51
"195901",-1,.,.,-1,-1,.,88,88,100,79,-1,-1,.,.,.,.,.,.,67,77,67,65,65,67,72,63,60,82,-1,-1,63,73,63,61,61,62,71,79,69,72,65,74,66,76,65,64,65,65,.,.,.,.,.,.,49,59,56,41,39,52,63,74,64,59,66,60,52,66,53,48,50,48,31,46,38,22,31,-1,79,83,76,78,73,89
"195902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,79,55,72,67,54,.,.,.,.,.,.,64,78,54,70,69,52,71,74,68,79,58,60,64,78,54,71,65,52,.,.,.,.,.,.,50,-1,-1,-1,-1,-1,60,84,45,67,83,50,53,71,43,61,-1,39,38,-1,-1,-1,-1,-1,77,-1,67,80,-1,-1
"196901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,76,79,86,74,76,-1,.,.,.,-1,.,76,75,73,79,78,67,81,75,77,93,68,75,78,71,74,86,72,71,.,.,.,.,.,.,.,.,.,.,.,.,80,78,81,80,81,78,58,-1,52,68,88,-1,44,-1,-1,60,-1,-1,91,100,94,90,78,-1
"196902",75,-1,75,78,-1,-1,75,-1,-1,-1,-1,-1,.,.,.,.,.,.,70,80,68,68,73,62,68,-1,86,67,-1,-1,65,70,63,66,68,57,76,81,72,80,73,69,65,78,64,64,65,54,.,.,.,.,.,.,.,.,.,.,.,.,64,79,64,58,72,54,54,63,55,51,58,49,40,79,31,36,50,-1,75,87,74,71,85,69
"196903",80,-1,-1,83,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,70,82,69,68,74,56,67,94,59,63,85,50,64,78,63,60,68,57,69,77,67,71,66,61,67,80,68,63,70,54,-1,.,.,-1,.,.,51,-1,59,37,-1,-1,70,85,71,65,81,50,54,70,54,52,58,42,29,36,31,24,-1,-1,80,79,77,85,81,67
"197902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87,93,89,84,84,86,-1,-1,.,-1,.,.,97,100,96,97,-1,100,87,90,90,86,-1,79,87,-1,78,92,-1,-1,-1,.,-1,-1,.,-1,.,.,.,.,.,.,87,96,88,82,86,93,69,100,73,63,-1,64,71,-1,-1,-1,.,-1,87,95,90,83,82,85
"198901",57,-1,-1,-1,-1,-1,86,-1,-1,-1,.,-1,.,.,.,.,.,.,77,77,76,78,80,75,59,-1,60,59,-1,-1,69,71,72,69,71,57,79,70,81,81,75,83,75,67,85,69,71,-1,100,-1,-1,-1,-1,.,65,-1,75,-1,-1,-1,75,83,71,75,82,67,57,62,59,51,82,55,27,-1,26,25,-1,-1,80,81,76,82,80,79
"198902",-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,52,56,52,75,56,54,56,55,50,74,47,53,52,52,51,75,52,57,53,63,51,-1,64,44,-1,-1,42,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,53,50,47,54,79,45,.,.,.,.,.,.,30,-1,47,25,.,-1,78,-1,75,88,-1,-1
"198903",89,83,100,89,-1,-1,80,-1,100,86,.,-1,.,.,.,.,.,.,86,94,90,81,90,82,65,73,76,57,60,63,80,91,83,72,88,80,90,94,92,86,89,88,83,94,85,76,88,85,.,.,.,.,.,.,70,-1,91,46,-1,-1,84,94,88,77,91,78,68,82,76,59,71,60,58,61,64,52,71,42,89,96,91,84,94,85
"198905",47,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,47,57,40,48,57,41,45,57,36,46,57,38,46,56,39,47,59,41,51,56,42,57,51,52,48,58,43,50,51,44,-1,.,-1,-1,.,-1,35,42,29,36,-1,45,43,58,39,41,63,32,39,46,35,34,68,33,29,31,25,26,48,-1,50,53,49,47,79,-1
"198906",100,-1,100,100,-1,-1,73,-1,-1,86,-1,-1,.,.,.,.,.,.,91,92,92,91,88,94,88,82,88,95,75,-1,89,89,91,89,85,92,92,94,93,91,86,95,90,92,90,88,92,90,.,.,.,.,.,.,68,-1,75,64,56,86,91,90,91,91,89,92,79,80,81,79,71,83,58,56,65,60,-1,-1,97,97,96,97,91,100
"199901",90,91,91,89,94,83,93,95,93,90,96,93,84,-1,79,82,100,83,86,89,87,86,89,81,74,77,71,74,80,75,75,80,76,74,79,65,88,89,88,89,88,87,80,83,82,78,83,73,80,83,85,80,74,60,67,66,76,63,65,54,84,89,86,82,89,76,69,73,72,68,72,58,48,52,50,46,49,40,89,92,90,89,91,84
"199902",85,81,88,85,75,84,86,88,91,89,78,-1,50,-1,-1,-1,-1,.,82,81,86,80,82,77,77,72,79,77,80,76,74,72,80,72,73,70,86,83,89,87,82,85,77,75,81,74,81,69,74,-1,-1,69,80,-1,55,56,66,49,54,47,78,78,84,75,82,69,63,64,71,59,63,52,47,51,53,41,61,23,85,84,90,84,84,80
"200901",63,-1,-1,-1,-1,-1,70,-1,63,75,-1,-1,.,.,.,.,.,.,67,73,69,66,62,63,63,-1,-1,58,-1,-1,60,69,58,59,63,56,70,71,70,72,63,67,58,66,58,56,55,54,-1,.,.,.,-1,.,48,-1,50,55,-1,-1,65,74,67,61,62,61,46,52,48,44,41,37,33,38,38,33,-1,-1,76,79,78,75,68,71
"200902",.,.,.,.,.,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,90,88,94,89,90,82,-1,.,-1,-1,.,.,83,80,89,85,86,64,93,91,95,94,91,88,85,81,94,86,77,74,.,.,.,.,.,.,75,-1,-1,-1,-1,.,87,85,93,85,89,76,78,70,89,73,81,67,53,-1,75,36,-1,-1,92,92,94,91,98,87
"200904",57,-1,-1,-1,.,-1,100,.,-1,-1,.,-1,.,.,.,.,.,.,61,63,60,60,64,66,-1,-1,-1,-1,-1,-1,55,59,52,53,58,62,64,65,60,65,63,74,56,58,55,54,56,64,-1,.,.,-1,-1,.,24,-1,-1,-1,-1,-1,58,62,60,55,65,59,46,45,46,45,56,41,14,-1,-1,-1,-1,-1,73,75,71,72,82,75
"200906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,60,65,71,-1,80,100,.,-1,-1,.,-1,67,62,62,69,-1,75,68,55,57,76,-1,-1,63,64,54,63,-1,71,.,.,.,.,.,.,-1,-1,-1,-1,.,-1,68,-1,77,62,-1,-1,58,-1,58,58,-1,-1,-1,-1,-1,-1,.,.,78,-1,88,88,-1,-1
"201902",80,78,75,88,-1,70,92,100,91,88,-1,-1,-1,.,-1,-1,.,-1,77,82,79,75,72,72,63,68,68,59,61,58,70,75,74,67,62,62,81,82,82,80,73,79,73,80,78,68,66,70,65,83,73,65,-1,-1,58,64,66,54,41,49,73,81,76,69,72,64,59,69,64,56,49,43,39,42,41,36,44,36,84,88,85,85,80,79
"201903",-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,57,53,58,80,62,56,41,56,55,79,50,60,55,52,60,82,64,59,64,46,64,67,71,62,73,52,65,78,60,.,.,.,.,.,.,32,-1,-1,-1,.,-1,59,54,58,54,86,50,46,46,40,46,75,36,27,-1,-1,-1,-1,-1,61,71,55,54,-1,-1
"201904",82,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,80,88,78,82,76,85,-1,100,75,-1,-1,79,75,85,75,80,75,79,80,86,74,87,65,77,69,83,73,83,75,.,.,.,.,.,.,61,-1,76,43,-1,-1,84,80,89,82,78,88,65,60,77,58,50,62,37,-1,-1,-1,-1,-1,84,82,91,81,84,76
"201907",56,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,.,.,.,.,.,.,71,77,68,73,66,60,58,53,61,76,-1,-1,70,80,68,71,53,64,72,75,66,80,64,63,71,-1,69,79,-1,-1,70,-1,-1,-1,-1,-1,62,.,-1,-1,.,-1,69,80,70,67,68,57,55,69,52,55,48,42,23,-1,20,20,-1,-1,73,87,71,72,82,61
"201908",72,-1,63,82,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,68,74,69,65,72,62,54,57,61,46,64,50,69,74,69,68,76,61,73,77,68,76,77,71,55,55,57,50,63,-1,.,.,.,.,.,.,-1,.,-1,-1,.,.,63,72,69,56,67,53,47,50,49,41,67,43,28,40,22,25,-1,-1,72,79,72,70,74,67
"201910",75,-1,85,71,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,83,85,86,80,87,77,78,76,81,75,86,77,79,80,83,75,85,75,87,83,89,86,86,85,84,87,87,80,96,75,-1,-1,-1,-1,.,.,66,75,74,63,-1,53,80,87,83,75,88,72,68,73,72,63,82,61,37,40,38,35,55,-1,85,90,87,84,84,79
"201913",43,-1,-1,-1,-1,.,-1,.,.,-1,-1,.,.,.,.,.,.,.,72,74,78,69,80,56,76,-1,71,75,-1,-1,70,71,75,67,76,54,76,81,80,73,80,60,65,71,73,60,79,36,-1,.,-1,-1,.,.,51,50,63,47,50,23,69,68,75,64,80,53,54,47,65,51,52,32,30,-1,-1,26,-1,-1,82,80,86,84,80,73
"201914",82,-1,82,89,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,71,77,71,70,83,62,56,70,55,50,90,32,67,75,67,66,79,59,72,72,70,73,75,66,68,78,69,66,78,55,-1,.,-1,-1,-1,.,44,54,51,34,-1,-1,71,82,71,67,91,58,56,62,57,54,69,46,45,61,42,36,70,45,77,79,75,76,82,72
"202903",67,70,73,63,63,67,100,-1,-1,-1,-1,-1,.,.,.,.,.,.,71,65,72,69,79,73,50,41,55,44,85,-1,68,60,70,64,85,71,74,65,74,74,74,83,76,67,80,71,100,80,91,-1,-1,-1,-1,-1,69,-1,91,58,.,-1,69,65,71,64,84,66,55,57,59,49,79,44,32,34,36,26,50,-1,74,69,74,73,78,77
"202905",88,-1,100,80,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,70,80,72,69,67,62,50,55,58,45,-1,-1,67,75,69,66,60,61,72,84,73,70,65,67,65,-1,71,56,-1,75,-1,.,-1,-1,.,.,40,-1,-1,-1,-1,-1,68,75,70,67,70,56,51,68,54,48,38,45,32,53,31,25,-1,-1,72,82,73,72,71,62
"203901",62,-1,54,75,-1,-1,100,-1,-1,-1,-1,.,.,.,.,.,.,.,55,64,58,55,52,40,46,53,48,44,38,45,52,64,55,52,48,32,61,66,63,63,52,45,63,75,67,65,63,26,.,.,.,.,.,.,40,-1,53,47,-1,-1,50,62,53,46,53,33,41,55,41,40,40,19,29,29,38,29,-1,-1,69,79,71,67,68,50
"203902",88,-1,78,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,57,73,55,56,67,41,56,.,-1,-1,-1,.,54,69,51,52,67,35,57,71,50,61,58,47,49,-1,50,47,100,-1,.,.,.,.,.,.,29,-1,-1,-1,-1,-1,57,74,59,51,73,34,46,61,51,41,56,21,28,-1,21,26,-1,-1,57,73,53,55,63,40
"204901",69,82,62,77,-1,-1,73,.,-1,83,-1,-1,.,.,.,.,.,.,58,65,58,58,55,55,50,57,49,49,47,56,51,59,50,51,53,43,62,68,60,65,52,62,64,64,64,63,89,60,56,-1,-1,-1,-1,-1,82,-1,80,82,-1,-1,55,63,56,52,57,49,37,41,37,36,37,28,26,45,22,24,37,-1,59,67,59,59,57,52
"204904",65,-1,63,65,-1,-1,56,-1,-1,-1,-1,-1,.,.,.,.,.,.,63,71,65,58,66,58,59,83,61,50,76,44,59,66,62,54,62,55,69,73,69,69,64,69,59,66,63,56,60,48,78,-1,-1,-1,-1,.,38,43,45,34,33,31,58,68,63,49,68,47,48,56,51,43,49,44,27,35,30,24,22,-1,65,72,67,60,68,64
"205901",71,-1,73,65,-1,71,-1,.,-1,-1,-1,.,-1,.,-1,-1,.,-1,64,71,67,61,72,54,64,-1,64,64,-1,-1,63,69,66,59,68,53,67,71,66,66,72,63,61,67,63,57,72,54,53,-1,-1,-1,-1,.,55,50,59,50,53,74,62,71,67,55,71,46,51,60,56,45,58,34,27,35,33,19,50,-1,71,79,74,69,74,55
