DISTRICT,DA311TA10R,DA311TA11R,DA311TC10R,DA311TC11R,DA311TM10R,DA311TM11R,DA311TR10R,DA311TR11R,DA311TS10R,DA311TS11R,DA311TW10R,DA311TW11R,DB311TA10R,DB311TA11R,DB311TC10R,DB311TC11R,DB311TM10R,DB311TM11R,DB311TR10R,DB311TR11R,DB311TS10R,DB311TS11R,DB311TW10R,DB311TW11R,DE311TA10R,DE311TA11R,DE311TC10R,DE311TC11R,DE311TM10R,DE311TM11R,DE311TR10R,DE311TR11R,DE311TS10R,DE311TS11R,DE311TW10R,DE311TW11R,DF311TA10R,DF311TA11R,DF311TC10R,DF311TC11R,DF311TM10R,DF311TM11R,DF311TR10R,DF311TR11R,DF311TS10R,DF311TS11R,DF311TW10R,DF311TW11R,DH311TA10R,DH311TA11R,DH311TC10R,DH311TC11R,DH311TM10R,DH311TM11R,DH311TR10R,DH311TR11R,DH311TS10R,DH311TS11R,DH311TW10R,DH311TW11R,DI311TA10R,DI311TA11R,DI311TC10R,DI311TC11R,DI311TM10R,DI311TM11R,DI311TR10R,DI311TR11R,DI311TS10R,DI311TS11R,DI311TW10R,DI311TW11R,DL311TA10R,DL311TA11R,DL311TC10R,DL311TC11R,DL311TM10R,DL311TM11R,DL311TR10R,DL311TR11R,DL311TS10R,DL311TS11R,DL311TW10R,DL311TW11R,DM311TA10R,DM311TA11R,DM311TC10R,DM311TC11R,DM311TM10R,DM311TM11R,DM311TR10R,DM311TR11R,DM311TS10R,DM311TS11R,DM311TW10R,DM311TW11R,DR311TA10R,DR311TA11R,DR311TC10R,DR311TC11R,DR311TM10R,DR311TM11R,DR311TR10R,DR311TR11R,DR311TS10R,DR311TS11R,DR311TW10R,DR311TW11R,DS311TA10R,DS311TA11R,DS311TC10R,DS311TC11R,DS311TM10R,DS311TM11R,DS311TR10R,DS311TR11R,DS311TS10R,DS311TS11R,DS311TW10R,DS311TW11R,DW311TA10R,DW311TA11R,DW311TC10R,DW311TC11R,DW311TM10R,DW311TM11R,DW311TR10R,DW311TR11R,DW311TS10R,DW311TS11R,DW311TW10R,DW311TW11R,D2311TA10R,D2311TA11R,D2311TC10R,D2311TC11R,D2311TM10R,D2311TM11R,D2311TR10R,D2311TR11R,D2311TS10R,D2311TS11R,D2311TW10R,D2311TW11R,D3311TA10R,D3311TA11R,D3311TC10R,D3311TC11R,D3311TM10R,D3311TM11R,D3311TR10R,D3311TR11R,D3311TS10R,D3311TS11R,D3311TW10R,D3311TW11R,D4311TA10R,D4311TA11R,D4311TC10R,D4311TC11R,D4311TM10R,D4311TM11R,D4311TR10R,D4311TR11R,D4311TS10R,D4311TS11R,D4311TW10R,D4311TW11R
"060902",71,79,78,89,80,85,89,91,92,96,87,84,45,58,50,79,57,76,81,80,78,92,69,75,61,70,68,82,72,79,84,87,86,93,79,85,71,78,80,88,77,85,91,92,93,98,83,89,58,77,67,85,71,86,83,86,-4,-4,-1,-4,63,-1,-1,-1,63,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,80,77,90,82,86,86,90,92,93,91,80,48,60,60,76,61,72,79,82,85,91,74,68,47,51,54,68,59,68,77,86,75,74,50,75,76,83,84,91,84,87,90,93,94,96,90,83,-1,67,-1,86,-1,73,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"060914",67,70,76,71,81,91,81,93,64,91,89,79,36,50,62,33,60,82,68,91,58,67,80,40,63,70,74,71,78,91,78,92,63,92,93,71,63,71,61,72,72,89,83,96,55,86,85,78,73,78,-1,71,82,-4,82,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,70,87,70,88,92,78,91,71,95,-4,80,52,35,64,29,71,88,72,85,86,80,86,71,46,61,54,69,61,91,70,87,33,86,-1,-1,78,74,80,79,89,92,86,92,62,94,-4,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061802",65,64,79,76,72,77,87,86,93,95,89,84,40,61,50,77,53,65,71,75,-4,-4,91,88,53,57,64,70,57,71,78,81,82,90,88,79,61,61,73,72,69,74,85,86,90,94,94,80,54,57,63,61,60,77,75,86,81,88,91,74,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,13,50,-1,-1,13,63,38,56,-1,-1,-1,67,68,67,83,79,75,80,88,86,97,96,87,88,58,56,73,70,64,69,83,81,91,93,83,85,67,64,79,72,77,82,90,84,88,86,84,78,72,67,86,79,79,79,92,88,95,97,89,85,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061803",45,58,40,75,44,55,72,83,50,-4,-4,-1,40,-1,-1,-1,40,-1,-4,-1,-1,-1,-1,-1,-1,50,-1,70,-1,55,-1,82,-1,-4,-1,-1,33,46,29,60,36,40,73,91,43,-4,-1,-1,60,33,-1,-1,-1,40,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,69,-1,-4,57,70,71,77,-1,-4,-1,-1,31,62,17,75,33,60,58,77,17,-4,-1,-1,17,57,-1,-1,17,50,67,71,-1,-1,-1,-1,40,67,50,75,40,60,70,79,50,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061901",81,81,86,84,88,88,93,93,96,96,95,94,73,72,81,76,81,81,91,91,95,92,94,91,69,70,75,74,80,82,88,88,92,92,92,91,82,82,85,83,88,89,95,95,96,96,97,97,69,72,72,74,80,83,87,88,92,93,92,92,90,84,95,84,96,89,96,95,97,93,94,96,55,57,50,51,72,76,77,77,80,84,89,88,81,80,87,85,88,88,92,92,95,95,93,92,60,60,66,65,73,74,84,84,89,91,90,89,59,60,64,59,73,75,83,83,79,80,87,87,89,88,93,92,93,92,97,97,98,98,96,96,-1,77,-1,86,-1,81,-1,88,-1,-4,-1,93,-1,94,-1,95,-1,97,-1,97,-1,98,-1,99,-1,92,-1,-1,-1,92,-1,-4,-1,-1,-1,-1
"061902",88,88,91,91,93,93,96,96,98,98,96,96,77,77,82,81,86,85,93,93,95,96,93,95,74,74,79,77,85,86,89,89,93,94,92,92,89,89,91,90,93,93,97,97,98,98,98,98,77,77,81,80,87,88,90,90,95,96,95,93,89,91,93,95,94,95,96,97,98,-4,92,97,61,60,58,54,79,80,78,79,82,84,89,87,88,87,92,91,93,93,95,95,98,98,95,95,68,67,75,71,82,81,87,87,93,93,91,91,68,69,74,74,83,83,88,89,87,90,87,89,93,93,96,96,96,96,98,98,99,99,97,98,-1,90,-1,94,-1,93,-1,97,-1,99,-1,97,-1,94,-1,93,-1,98,-1,98,-1,99,-1,99,-1,79,-1,80,-1,83,-1,96,-1,-4,-1,80
"061903",79,79,88,91,85,88,93,89,97,98,98,91,70,78,71,75,88,85,91,93,-4,-4,-4,-4,70,70,82,83,79,82,88,82,95,96,96,88,79,80,86,90,84,87,94,91,98,98,-4,92,68,66,80,77,78,80,86,80,96,94,95,83,-1,44,-1,-1,-1,67,-1,67,-1,-1,-1,-1,43,39,53,42,61,68,71,56,75,81,89,73,79,79,89,92,86,88,91,87,96,98,95,90,58,58,72,72,69,75,84,76,92,93,95,83,58,54,74,56,70,71,89,75,85,69,94,81,84,87,92,98,88,92,96,94,97,-4,99,95,-1,67,-1,-1,-1,-4,-1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061905",82,83,88,90,90,90,94,94,98,98,93,96,75,80,-4,83,79,80,89,93,-4,-1,-4,-1,72,76,82,86,84,85,88,89,98,96,88,99,83,83,88,87,89,90,95,95,96,97,96,97,73,77,77,83,87,87,87,90,98,97,93,98,60,91,-1,86,-4,91,60,-4,-1,-1,-1,-1,50,62,22,73,79,81,67,65,86,-1,73,-4,81,83,89,92,90,90,93,93,99,99,90,96,60,60,73,69,78,75,85,84,94,93,76,98,61,69,81,76,82,82,82,91,93,92,72,92,85,84,90,91,90,91,96,94,98,99,93,96,-1,88,-1,-4,-1,88,-1,-4,-1,-1,-1,-1,-1,60,-1,-1,-1,80,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061906",77,78,85,83,84,88,93,92,97,96,96,94,77,73,-1,83,85,-4,92,91,-1,-4,-1,80,67,64,75,63,77,82,89,85,94,93,89,93,78,79,83,79,85,89,97,94,99,97,96,98,65,64,59,60,77,82,90,91,96,95,91,90,20,-1,-1,-1,40,-1,80,-1,-1,-1,-1,-1,54,38,-1,-1,62,54,92,77,-1,-1,-1,-1,77,77,88,86,84,86,90,90,95,96,96,89,54,56,67,68,68,75,85,85,93,93,88,82,55,50,67,70,67,73,84,81,75,88,81,72,80,81,89,86,86,89,94,92,97,96,97,95,-1,73,-1,-4,-1,80,-1,80,-1,-1,-1,-4,-1,80,-1,-1,-1,80,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061907",89,91,94,95,94,95,97,97,98,98,96,98,74,72,83,93,84,75,87,84,-4,-4,-4,-4,83,82,90,88,91,90,94,93,93,93,93,95,89,90,92,92,93,94,97,96,98,98,97,-4,87,82,97,83,93,92,94,93,94,93,92,95,63,-4,60,-4,63,-4,-4,-4,-1,-4,-1,-1,76,64,-4,55,91,89,76,79,-4,-1,71,88,89,91,95,97,94,95,97,97,97,97,95,97,71,75,81,85,79,86,92,91,93,94,89,95,67,79,82,83,81,93,92,95,84,81,77,89,91,93,94,97,95,96,98,98,98,98,96,99,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061908",81,81,89,88,86,87,93,93,98,97,94,94,68,77,85,86,73,82,84,92,78,-4,88,88,74,75,84,85,80,83,89,89,97,96,92,90,83,83,87,87,88,88,94,95,99,97,96,97,72,73,79,80,81,82,86,87,96,96,91,91,92,94,-1,-4,92,94,-4,-4,-1,-1,-1,-4,47,58,50,50,70,75,60,70,-4,-1,79,78,79,80,91,89,84,86,92,92,98,97,92,91,58,62,77,76,68,73,84,86,96,94,81,85,56,61,68,70,67,72,82,85,96,78,85,76,84,83,91,91,88,88,95,95,99,96,95,94,-1,91,-1,-4,-1,91,-1,94,-1,-4,-1,88,-1,88,-1,-1,-1,88,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061910",92,91,95,95,95,94,99,97,99,99,98,98,50,-1,-1,-1,67,-1,-4,-1,-1,-1,-1,-1,83,76,86,94,90,83,94,90,-4,93,91,89,92,91,95,94,95,94,99,98,99,99,99,98,85,78,90,91,93,84,94,89,-4,-4,91,96,-4,-4,-1,-1,-4,-4,-4,-4,-1,-1,-1,-1,69,42,-1,-1,75,47,75,63,-1,-1,-1,88,92,91,94,96,95,94,99,96,99,98,98,97,75,66,79,81,85,79,96,87,96,92,94,93,79,78,86,84,87,91,98,90,93,93,90,93,93,92,95,95,95,95,99,98,99,98,99,98,-1,83,-1,-1,-1,83,-1,-4,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061911",87,87,93,94,91,92,95,95,98,99,96,94,75,76,79,82,83,82,92,92,95,96,94,94,78,76,85,86,86,85,91,89,95,96,93,89,89,89,93,94,92,92,97,96,98,99,98,98,81,80,87,90,88,89,92,91,97,98,94,92,90,88,92,94,93,89,96,97,-4,96,95,94,67,58,64,61,81,79,83,75,90,84,88,84,86,85,92,94,91,91,94,93,98,98,94,91,66,62,80,81,76,74,87,84,95,97,89,84,59,59,72,72,74,75,86,84,88,93,83,81,89,89,95,96,93,93,97,96,98,99,97,94,-1,93,-1,98,-1,95,-1,97,-1,-4,-1,-4,-1,92,-1,94,-1,96,-1,96,-1,-4,-1,-4,-1,45,-1,-1,-1,73,-1,73,-1,-1,-1,-1
"061912",84,85,89,91,91,91,94,95,98,98,94,92,77,81,81,86,84,88,95,93,96,98,92,88,73,77,77,84,85,86,89,92,94,97,91,89,85,85,88,90,91,90,96,96,97,98,97,94,76,78,77,83,87,87,90,94,95,96,93,88,74,77,83,90,89,81,88,92,-4,-4,88,89,46,48,40,44,74,71,67,75,82,71,77,79,84,85,91,92,91,91,93,94,98,98,91,90,66,64,79,76,81,77,86,88,96,95,87,83,55,60,67,71,76,77,78,85,83,85,76,86,88,88,94,94,93,93,95,96,99,98,94,94,-1,86,-1,93,-1,91,-1,96,-1,-4,-1,88,-1,92,-1,-4,-1,97,-1,92,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"061914",79,79,85,85,86,87,93,93,95,95,95,95,70,73,79,79,79,82,92,91,94,95,96,98,71,73,77,77,82,83,90,90,93,93,92,95,80,81,83,83,86,87,95,95,95,95,97,96,73,74,78,77,83,84,91,89,94,92,94,95,87,-4,-4,-1,93,-4,93,-4,-4,-1,-1,-1,63,67,53,54,78,84,83,80,80,72,90,89,78,78,87,86,85,86,92,91,96,95,92,94,57,58,67,68,71,72,86,83,91,90,88,90,58,59,68,64,75,77,85,85,85,74,77,86,85,85,92,93,90,90,96,96,97,97,94,94,-1,88,-1,94,-1,90,-1,98,-1,-4,-1,94,-1,85,-1,92,-1,92,-1,92,-1,-4,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"062901",73,72,85,84,81,80,87,89,95,96,93,95,59,54,66,68,70,72,80,81,83,83,87,-4,64,62,75,75,73,73,82,84,92,92,91,92,76,74,83,79,83,81,92,93,95,96,96,96,68,68,79,82,77,75,85,88,96,96,96,94,-1,17,-1,-1,-1,50,-1,33,-1,-1,-1,-1,56,50,60,67,76,65,56,83,-1,80,-1,-4,71,71,86,87,79,80,83,86,95,95,91,93,55,53,70,73,68,67,78,80,91,91,89,90,35,37,62,71,49,50,61,62,71,78,83,64,81,82,93,89,87,87,92,93,97,99,93,94,-1,71,-1,78,-1,82,-1,91,-1,89,-1,88,-1,89,-1,-1,-1,-4,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"062902",79,83,97,95,89,88,94,97,96,-4,-4,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,88,92,91,81,94,92,-4,91,-4,-4,83,68,74,92,90,82,85,90,96,-4,-4,-4,80,77,79,92,91,86,86,95,93,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,91,-4,-4,94,91,97,97,94,-4,-4,-1,63,74,-4,90,75,83,93,96,90,-4,-1,-1,91,-4,-4,-4,-4,-4,-4,-4,-1,-4,-1,-1,81,87,-4,-4,90,90,93,-4,93,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"062903",70,75,84,84,80,84,85,89,95,96,90,95,45,62,67,70,64,75,70,89,90,91,78,91,63,67,79,80,75,79,81,86,93,94,89,94,73,76,84,82,83,85,87,91,96,97,95,98,65,68,81,80,76,81,84,86,95,95,92,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,58,44,64,60,76,72,74,-1,80,-4,84,67,73,84,86,77,82,84,88,95,95,86,92,49,55,69,67,65,72,75,81,92,92,83,92,30,63,49,70,52,77,72,87,78,86,67,88,82,87,91,91,89,91,91,94,97,97,94,96,-1,71,-1,-1,-1,69,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"062904",71,68,79,77,79,81,93,87,95,91,94,86,56,83,50,71,63,-4,81,-4,-4,86,-4,-1,61,59,64,69,74,74,91,82,92,87,90,85,78,74,84,82,85,85,95,87,97,91,97,88,60,61,63,69,73,77,91,82,88,86,88,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,64,73,73,73,77,91,86,94,90,93,85,46,43,54,55,59,65,86,73,88,79,91,65,62,49,62,44,68,75,83,86,95,69,-4,89,79,75,91,83,84,84,95,90,99,94,98,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"062905",80,80,88,89,83,90,92,95,-1,-1,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,80,80,83,80,93,93,93,-1,-1,-4,-4,92,82,-4,-1,91,91,-4,-4,-1,-1,-1,-1,67,67,-1,-1,78,89,89,89,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,78,-1,-4,77,89,85,89,-1,-1,-4,-1,60,-1,-1,-1,80,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,89,-4,-1,82,89,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"062906",86,84,91,86,94,89,92,94,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,74,91,86,97,81,92,88,-4,-1,-4,-4,87,83,83,79,92,90,92,-4,-4,-4,-4,-4,69,56,-1,57,88,78,81,78,-1,-1,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,84,-4,91,95,89,91,89,-4,-1,-4,-4,74,60,73,67,85,69,89,83,-1,-1,-4,-4,92,82,-4,-1,-4,82,92,-4,-1,-1,-1,-4,89,89,93,93,95,91,94,97,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"063903",75,74,78,84,82,79,94,95,92,96,95,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,67,69,71,77,76,93,93,84,92,93,97,69,72,75,86,80,77,92,93,92,96,92,95,67,67,63,76,76,75,92,94,88,96,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,76,81,80,83,81,96,97,91,96,-4,-4,47,39,64,68,57,52,89,87,86,88,-4,-4,32,35,13,57,53,45,68,80,86,60,-1,-4,84,83,88,94,89,85,97,95,94,95,-4,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"063906",93,87,-4,-4,96,87,98,98,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,85,-4,-4,94,85,97,98,-4,-4,-4,-4,96,87,-4,-4,-4,87,96,97,-4,-4,-4,-4,87,85,-4,-1,93,83,93,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,88,-4,-4,91,88,-4,-4,-4,-4,-4,-4,85,67,-1,-1,92,67,92,92,-1,-1,-1,-4,90,80,-1,-1,90,78,-4,-4,-1,-1,-1,-4,97,88,-4,-4,97,88,-4,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"064903",63,62,71,69,74,75,82,81,89,87,88,86,-4,-4,-1,-1,-4,-4,-4,-4,-1,-1,-1,-1,59,58,67,65,71,71,80,79,87,85,86,83,64,64,69,67,74,76,85,85,90,90,92,89,62,61,70,68,74,74,82,81,88,86,88,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,62,38,55,66,77,69,70,57,-1,56,88,63,60,73,71,75,74,80,78,88,84,85,83,41,39,53,47,56,58,70,70,82,78,71,72,38,39,48,49,65,67,62,70,67,71,64,62,76,84,83,93,84,91,89,89,97,-4,94,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"065901",77,80,91,93,82,84,94,94,93,99,95,94,56,68,76,75,67,76,83,88,76,-4,86,75,70,74,87,88,76,79,90,93,89,98,91,92,79,83,93,93,83,87,97,97,94,-4,95,-4,75,68,89,83,77,74,89,96,93,93,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,77,89,94,81,82,92,90,93,98,94,89,53,58,81,81,62,64,87,87,90,96,89,92,50,56,75,81,65,69,79,81,81,-4,60,78,82,85,95,99,85,88,97,94,98,-4,97,95,-1,60,-1,-1,-1,70,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"065902",69,82,74,76,78,93,96,98,87,86,-4,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,77,66,64,76,93,95,96,85,75,-4,89,71,83,70,71,76,95,-4,-4,88,82,-4,-4,47,67,45,56,59,87,94,93,88,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,81,77,80,80,91,92,96,87,90,-4,88,27,25,30,-3,47,63,93,86,70,40,-1,-1,38,88,60,86,85,88,77,-4,80,83,-1,-1,75,86,83,82,82,96,97,99,87,93,-4,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"066005",81,75,-1,-1,88,-4,-4,75,-1,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,82,-1,-1,88,-4,-4,82,-1,-1,-1,-1,80,71,-1,-1,90,-4,-4,71,-1,-1,-1,-1,81,75,-1,-1,88,-4,-4,75,-1,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,80,-1,-1,83,-4,-4,80,-1,-1,-1,-1,75,63,-1,-1,83,-4,-4,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"066901",57,60,57,66,67,70,84,86,91,92,90,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,58,46,59,57,68,79,85,87,88,85,90,66,57,63,63,73,68,87,85,89,92,93,90,57,60,56,66,67,69,84,85,90,92,90,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,45,50,-1,55,64,68,73,-1,-1,-1,83,49,63,52,69,63,71,81,87,92,92,86,85,33,37,34,41,47,50,74,75,84,86,86,76,35,41,36,25,65,73,65,77,57,-1,40,-1,67,88,-1,-1,83,-4,83,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"066902",53,58,61,73,66,69,78,78,86,84,84,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,52,54,67,61,64,73,74,79,77,82,89,54,58,59,73,66,69,84,79,92,89,92,97,53,58,61,73,66,70,78,78,86,84,84,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,28,22,27,21,32,36,47,33,57,43,-1,53,58,63,74,65,69,73,77,81,78,76,83,29,34,45,50,43,48,63,64,78,74,65,82,46,26,43,40,63,57,79,62,38,42,50,54,50,57,-1,80,63,57,75,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"066903",58,58,64,65,72,69,83,79,84,84,85,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,51,56,54,66,63,78,73,78,78,86,89,58,61,59,60,73,71,85,82,86,81,90,98,56,57,62,62,70,68,82,79,81,81,84,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,53,-1,44,69,65,62,80,-1,67,-4,-1,58,56,70,71,71,66,80,76,81,87,80,85,31,33,41,43,53,48,70,65,73,75,75,83,38,49,58,56,54,70,70,70,65,78,69,88,74,67,80,78,84,73,87,82,-4,96,94,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"067902",84,85,91,91,90,92,94,95,98,97,92,90,86,75,-1,-4,83,75,-4,-4,-1,-1,-1,-1,81,80,90,86,88,89,92,95,96,95,93,88,82,86,85,90,90,93,93,95,96,96,92,95,81,79,96,89,90,86,87,94,-4,92,90,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,-1,-1,-4,-1,80,-1,-1,-1,-1,-1,86,85,97,91,90,91,96,96,-4,97,92,84,59,62,77,77,73,78,83,86,96,92,76,79,50,63,72,75,71,82,73,88,93,87,75,77,84,87,90,91,90,94,95,96,97,98,92,88,-1,-4,-1,-4,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
