DISTRICT,DD200A001217R,DD200A001317R,DD200A001S17R,DD200AC01217R,DD200AC01317R,DD200AC01S17R,DD200AM01217R,DD200AM01317R,DD200AM01S17R,DD200AR01217R,DD200AR01317R,DD200AR01S17R,DD200AS01217R,DD200AS01317R,DD200AS01S17R,DD200AW01217R,DD200AW01317R,DD200AW01S17R,DD300A001217R,DD300A001317R,DD300A001S17R,DD300AC01217R,DD300AC01317R,DD300AC01S17R,DD300AM01217R,DD300AM01317R,DD300AM01S17R,DD300AR01217R,DD300AR01317R,DD300AR01S17R,DD300AS01217R,DD300AS01317R,DD300AS01S17R,DD300AW01217R,DD300AW01317R,DD300AW01S17R,DD400A001217R,DD400A001317R,DD400A001S17R,DD400AC01217R,DD400AC01317R,DD400AC01S17R,DD400AM01217R,DD400AM01317R,DD400AM01S17R,DD400AR01217R,DD400AR01317R,DD400AR01S17R,DD400AS01217R,DD400AS01317R,DD400AS01S17R,DD400AW01217R,DD400AW01317R,DD400AW01S17R,DDA00A001217R,DDA00A001317R,DDA00A001S17R,DDA00AC01217R,DDA00AC01317R,DDA00AC01S17R,DDA00AM01217R,DDA00AM01317R,DDA00AM01S17R,DDA00AR01217R,DDA00AR01317R,DDA00AR01S17R,DDA00AS01217R,DDA00AS01317R,DDA00AS01S17R,DDA00AW01217R,DDA00AW01317R,DDA00AW01S17R,DDB00A001217R,DDB00A001317R,DDB00A001S17R,DDB00AC01217R,DDB00AC01317R,DDB00AC01S17R,DDB00AM01217R,DDB00AM01317R,DDB00AM01S17R,DDB00AR01217R,DDB00AR01317R,DDB00AR01S17R,DDB00AS01217R,DDB00AS01317R,DDB00AS01S17R,DDB00AW01217R,DDB00AW01317R,DDB00AW01S17R,DDE00A001217R,DDE00A001317R,DDE00A001S17R,DDE00AC01217R,DDE00AC01317R,DDE00AC01S17R,DDE00AM01217R,DDE00AM01317R,DDE00AM01S17R,DDE00AR01217R,DDE00AR01317R,DDE00AR01S17R,DDE00AS01217R,DDE00AS01317R,DDE00AS01S17R,DDE00AW01217R,DDE00AW01317R,DDE00AW01S17R,DDF00A001217R,DDF00A001317R,DDF00A001S17R,DDF00AC01217R,DDF00AC01317R,DDF00AC01S17R,DDF00AM01217R,DDF00AM01317R,DDF00AM01S17R,DDF00AR01217R,DDF00AR01317R,DDF00AR01S17R,DDF00AS01217R,DDF00AS01317R,DDF00AS01S17R,DDF00AW01217R,DDF00AW01317R,DDF00AW01S17R,DDH00A001217R,DDH00A001317R,DDH00A001S17R,DDH00AC01217R,DDH00AC01317R,DDH00AC01S17R,DDH00AM01217R,DDH00AM01317R,DDH00AM01S17R,DDH00AR01217R,DDH00AR01317R,DDH00AR01S17R,DDH00AS01217R,DDH00AS01317R,DDH00AS01S17R,DDH00AW01217R,DDH00AW01317R,DDH00AW01S17R,DDI00A001217R,DDI00A001317R,DDI00A001S17R,DDI00AC01217R,DDI00AC01317R,DDI00AC01S17R,DDI00AM01217R,DDI00AM01317R,DDI00AM01S17R,DDI00AR01217R,DDI00AR01317R,DDI00AR01S17R,DDI00AS01217R,DDI00AS01317R,DDI00AS01S17R,DDI00AW01217R,DDI00AW01317R,DDI00AW01S17R,DDL00A001217R,DDL00A001317R,DDL00A001S17R,DDL00AC01217R,DDL00AC01317R,DDL00AC01S17R,DDL00AM01217R,DDL00AM01317R,DDL00AM01S17R,DDL00AR01217R,DDL00AR01317R,DDL00AR01S17R,DDL00AS01217R,DDL00AS01317R,DDL00AS01S17R,DDL00AW01217R,DDL00AW01317R,DDL00AW01S17R,DDM00A001217R,DDM00A001317R,DDM00A001S17R,DDM00AC01217R,DDM00AC01317R,DDM00AC01S17R,DDM00AM01217R,DDM00AM01317R,DDM00AM01S17R,DDM00AR01217R,DDM00AR01317R,DDM00AR01S17R,DDM00AS01217R,DDM00AS01317R,DDM00AS01S17R,DDM00AW01217R,DDM00AW01317R,DDM00AW01S17R,DDR00A001217R,DDR00A001317R,DDR00A001S17R,DDR00AC01217R,DDR00AC01317R,DDR00AC01S17R,DDR00AM01217R,DDR00AM01317R,DDR00AM01S17R,DDR00AR01217R,DDR00AR01317R,DDR00AR01S17R,DDR00AS01217R,DDR00AS01317R,DDR00AS01S17R,DDR00AW01217R,DDR00AW01317R,DDR00AW01S17R,DDS00A001217R,DDS00A001317R,DDS00A001S17R,DDS00AC01217R,DDS00AC01317R,DDS00AC01S17R,DDS00AM01217R,DDS00AM01317R,DDS00AM01S17R,DDS00AR01217R,DDS00AR01317R,DDS00AR01S17R,DDS00AS01217R,DDS00AS01317R,DDS00AS01S17R,DDS00AW01217R,DDS00AW01317R,DDS00AW01S17R,DDW00A001217R,DDW00A001317R,DDW00A001S17R,DDW00AC01217R,DDW00AC01317R,DDW00AC01S17R,DDW00AM01217R,DDW00AM01317R,DDW00AM01S17R,DDW00AR01217R,DDW00AR01317R,DDW00AR01S17R,DDW00AS01217R,DDW00AS01317R,DDW00AS01S17R,DDW00AW01217R,DDW00AW01317R,DDW00AW01S17R
"003903",34,11,76,-1,-1,-1,34,16,79,34,9,77,-1,-1,-1,-1,-1,-1,74,49,88,95,64,100,73,61,90,68,39,80,79,47,95,64,36,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,39,15,70,45,15,76,43,18,76,36,13,66,45,23,73,28,6,60,27,8,60,30,4,62,30,8,68,24,8,55,32,12,65,22,6,50,32,10,65,37,10,71,37,13,72,28,8,60,37,17,66,20,4,53,42,17,74,45,15,76,45,20,78,41,15,71,42,21,71,34,8,68,36,12,70,41,12,76,42,16,77,31,9,65,41,19,69,23,5,59,46,29,73,-1,-1,-1,-1,-1,-1,60,47,80,-1,-1,-1,-1,-1,-1,19,6,56,20,6,61,27,8,68,15,5,49,-1,-1,-1,-1,-1,-1,36,14,68,44,16,75,41,16,74,31,11,62,48,25,74,22,5,52,23,6,60,26,5,66,29,8,68,19,5,54,24,9,57,13,2,47,24,7,42,27,7,49,27,8,50,22,6,35,29,8,49,18,7,28,56,27,81,65,29,87,59,31,83,54,25,79,62,39,83,40,9,71
"003904",26,12,67,-1,-1,-1,-1,-1,-1,25,14,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,41,14,75,48,17,79,43,17,80,39,13,69,43,16,80,33,8,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,10,68,35,10,71,36,12,76,30,8,61,35,16,75,29,6,65,45,16,79,48,16,82,46,19,82,47,17,76,37,10,79,38,10,72,36,11,76,-1,-1,-1,39,18,82,38,6,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,37,13,71,47,17,76,40,16,78,33,9,64,48,21,82,28,5,64,18,3,58,25,3,64,19,4,67,16,2,50,24,5,68,-1,-1,-1,20,9,36,-1,-1,-1,21,8,51,17,8,25,-1,-1,-1,-1,-1,-1,43,15,75,50,18,80,44,18,80,40,14,70,46,18,82,33,7,67
"003905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,88,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,13,70,39,8,72,40,15,79,35,12,66,50,23,75,21,3,54,24,6,56,-1,-1,-1,25,11,68,20,5,46,-1,-1,-1,-1,-1,-1,32,10,65,32,5,67,35,13,74,30,9,60,45,17,73,18,3,49,38,13,73,36,10,72,40,15,79,38,14,72,50,20,73,24,5,62,33,11,68,34,6,67,40,14,80,30,10,62,41,19,68,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,18,7,53,-1,-1,-1,27,9,72,16,8,45,-1,-1,-1,-1,-1,-1,36,12,68,41,7,71,40,16,80,32,10,61,49,25,76,-1,-1,-1,20,5,58,20,4,60,24,8,71,17,4,51,32,8,66,-1,-1,-1,16,3,37,-1,-1,-1,18,5,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,18,81,52,14,84,46,20,83,50,17,81,69,35,88,-1,-1,-1
"003906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,7,61,-1,-1,-1,24,7,67,32,10,62,20,10,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,5,52,-1,-1,-1,15,4,61,24,6,51,-1,-1,-1,-1,-1,-1,27,7,67,-1,-1,-1,23,6,73,40,11,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,25,8,56,-1,-1,-1,26,7,62,24,9,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,7,61,-1,-1,-1,24,6,67,32,11,62,20,9,57,-1,-1,-1
"003907",51,26,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,15,74,51,15,80,44,17,79,42,17,73,30,13,65,30,5,61,27,13,60,-1,-1,-1,34,12,66,26,15,58,-1,-1,-1,-1,-1,-1,35,11,70,42,11,73,39,13,77,34,13,69,25,8,59,-1,-1,-1,45,16,78,52,17,78,45,16,80,48,20,80,28,11,66,38,6,73,38,13,71,44,12,73,43,17,77,37,15,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,14,70,51,14,81,43,18,79,36,14,66,32,14,63,-1,-1,-1,17,3,54,30,5,67,15,2,60,16,3,52,16,4,48,-1,-1,-1,18,7,36,-1,-1,-1,-1,-1,-1,18,9,31,-1,-1,-1,-1,-1,-1,44,16,76,55,17,83,44,17,81,44,18,74,32,14,66,31,6,63
"004901",49,15,71,-1,-1,-1,42,14,70,52,20,70,-1,-1,-1,-1,-1,-1,60,21,90,-1,-1,-1,75,33,92,54,14,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,39,14,69,45,13,76,41,17,73,36,12,65,45,21,74,29,6,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,9,62,35,8,70,34,12,68,28,8,57,30,11,64,21,5,53,42,15,73,44,13,75,44,19,75,41,15,70,39,16,71,35,7,68,32,10,64,35,10,67,38,13,70,28,8,57,34,10,69,23,2,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,14,2,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,13,67,45,13,76,38,16,72,32,9,61,51,25,76,25,5,54,16,2,51,20,2,60,18,3,58,14,2,44,17,3,54,-1,-1,-1,22,5,39,22,8,46,25,7,46,22,3,32,-1,-1,-1,-1,-1,-1,45,18,74,51,16,81,44,21,77,42,15,71,53,29,78,35,9,62
"005901",51,27,83,-1,-1,-1,-1,-1,-1,53,33,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,22,83,61,23,89,54,22,83,56,25,83,48,23,80,45,12,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,9,74,-1,-1,-1,41,11,73,40,13,75,-1,-1,-1,-1,-1,-1,55,21,83,51,13,89,53,20,82,59,26,83,54,23,92,52,15,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,53,23,82,69,31,88,54,23,84,53,24,84,43,23,71,-1,-1,-1,22,2,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,24,83,63,24,88,56,24,84,58,26,85,52,27,81,45,14,73
"005902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,25,88,62,20,89,61,30,90,59,25,87,46,22,78,55,21,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,37,12,77,37,12,77,43,15,83,33,10,75,-1,-1,-1,-1,-1,-1,60,29,89,66,26,91,61,32,89,60,29,91,44,21,79,58,29,86,45,18,80,-1,-1,-1,38,21,82,50,17,87,-1,-1,-1,-1,-1,-1,80,60,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,22,86,59,15,87,61,28,91,57,22,84,47,23,77,51,12,90,26,4,71,34,6,77,23,4,72,27,4,72,-1,-1,-1,-1,-1,-1,23,7,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,26,88,64,21,90,63,30,91,60,26,87,48,24,80,54,19,88
"005904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,20,87,58,21,95,60,30,90,55,17,81,49,20,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,41,13,81,-1,-1,-1,49,21,85,41,12,75,-1,-1,-1,-1,-1,-1,54,21,90,53,19,100,57,29,89,58,19,86,-1,-1,-1,-1,-1,-1,43,12,83,-1,-1,-1,48,22,90,42,10,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,20,85,61,22,90,63,30,91,52,15,76,54,27,86,-1,-1,-1,28,3,72,-1,-1,-1,32,6,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,25,89,63,27,96,65,34,90,62,20,83,59,29,93,-1,-1,-1
"006902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,18,80,54,18,84,43,24,82,45,17,82,26,11,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,12,75,38,18,76,27,14,75,33,14,78,-1,-1,-1,-1,-1,-1,39,16,81,48,17,86,35,19,81,47,18,83,-1,-1,-1,-1,-1,-1,38,26,74,-1,-1,-1,44,31,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,48,20,80,59,18,82,51,29,83,44,16,81,-1,-1,-1,-1,-1,-1,21,7,61,-1,-1,-1,20,12,64,20,6,63,-1,-1,-1,-1,-1,-1,20,9,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,17,81,56,16,84,43,24,82,48,16,84,-1,-1,-1,-1,-1,-1
"007901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,11,69,44,13,78,36,14,74,31,10,63,39,13,72,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,9,64,35,11,72,33,9,70,27,8,59,31,14,65,-1,-1,-1,40,13,74,41,16,82,44,16,79,37,11,69,-1,-1,-1,-1,-1,-1,34,10,68,41,10,77,34,11,73,30,9,62,36,11,70,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,10,64,47,11,74,29,11,69,26,8,58,44,14,72,-1,-1,-1,22,6,58,27,8,69,22,6,65,19,5,51,-1,-1,-1,-1,-1,-1,26,6,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,34,86,-1,-1,-1,65,40,85,46,25,83,-1,-1,-1,-1,-1,-1
"007902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,18,75,55,21,81,45,19,77,45,15,74,53,28,82,31,6,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,11,67,45,12,73,35,12,70,32,9,65,39,19,75,-1,-1,-1,46,17,78,51,18,80,46,20,78,46,15,78,49,25,82,37,6,69,38,13,70,46,14,74,37,13,71,38,12,68,45,24,77,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,31,10,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,18,73,59,23,82,45,19,76,44,15,70,57,30,83,25,7,56,22,4,58,28,5,67,21,5,60,20,3,55,32,8,70,-1,-1,-1,13,6,32,-1,-1,-1,16,8,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,25,85,68,31,91,59,30,86,55,19,83,61,33,90,41,14,73
"007904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,27,9,60,37,12,68,26,11,65,27,9,58,27,8,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,6,55,27,7,61,21,8,60,22,5,53,20,5,61,-1,-1,-1,26,9,62,30,8,66,25,10,65,29,10,61,-1,-1,-1,-1,-1,-1,24,7,58,34,10,64,24,9,62,25,7,55,25,6,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,19,2,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,9,59,43,15,70,27,11,65,25,7,55,34,13,69,-1,-1,-1,10,1,41,-1,-1,-1,11,3,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,15,72,56,22,90,40,17,77,37,16,67,39,18,75,-1,-1,-1
"007905",33,11,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,35,12,66,42,14,74,35,13,72,34,12,62,46,18,73,17,3,47,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,8,58,32,8,64,27,9,66,24,8,54,36,11,62,14,2,38,37,13,68,40,14,74,36,13,73,39,14,65,41,14,73,21,3,53,29,9,61,34,11,67,30,10,68,28,9,56,41,12,70,15,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,17,6,47,-1,-1,-1,26,9,60,13,7,36,-1,-1,-1,-1,-1,-1,33,12,64,43,14,74,35,13,72,30,10,59,50,22,73,14,2,41,14,2,49,15,2,57,14,3,58,13,2,43,30,5,59,-1,-1,-1,20,9,34,18,9,37,21,11,41,18,7,26,-1,-1,-1,-1,-1,-1,49,21,79,61,23,91,48,21,84,50,21,76,56,34,79,23,4,60
"007906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,10,66,34,9,68,30,11,70,34,11,64,30,10,66,20,5,53,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,28,9,62,30,7,65,27,10,67,30,10,60,29,9,64,18,4,50,33,11,68,34,8,69,31,11,73,38,14,68,28,7,61,24,10,59,30,9,65,31,7,66,30,11,69,32,11,62,28,8,65,21,4,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,14,59,-1,-1,-1,36,21,69,24,11,56,-1,-1,-1,-1,-1,-1,30,10,63,34,9,67,30,12,67,31,9,61,32,13,70,-1,-1,-1,15,3,53,17,3,55,15,4,60,17,3,49,-1,-1,-1,-1,-1,-1,20,7,39,27,10,46,19,9,46,18,5,29,-1,-1,-1,-1,-1,-1,42,17,75,54,21,79,39,19,77,48,16,77,34,16,63,-1,-1,-1
"008901",47,25,73,-1,-1,-1,56,26,81,43,23,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,44,18,77,41,13,76,44,20,83,47,20,75,40,16,73,39,18,66,19,4,53,-1,-1,-1,19,4,62,21,3,51,-1,-1,-1,-1,-1,-1,30,10,67,26,5,67,31,11,75,32,11,64,28,12,64,25,11,55,50,21,81,43,15,79,49,23,84,55,23,81,39,13,74,52,25,77,31,11,68,23,6,65,34,11,77,31,11,65,32,13,66,29,11,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,8,2,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,16,73,39,12,74,39,17,81,41,16,70,40,19,73,24,11,55,14,2,55,-1,-1,-1,13,3,67,17,2,52,-1,-1,-1,-1,-1,-1,14,4,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,24,85,53,18,84,52,27,89,60,26,85,48,19,81,49,24,76
"008902",51,16,77,-1,-1,-1,58,24,85,55,18,76,-1,-1,-1,-1,-1,-1,43,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,40,15,71,40,12,73,41,16,76,39,15,69,47,21,74,30,12,56,24,4,59,-1,-1,-1,-1,-1,-1,25,6,54,-1,-1,-1,-1,-1,-1,28,8,61,29,7,64,30,9,69,28,8,59,32,12,62,17,6,44,40,16,74,35,11,74,41,16,78,42,17,73,44,17,75,34,16,64,32,10,66,31,8,67,34,12,73,32,11,64,38,11,64,20,6,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,10,2,41,-1,-1,-1,16,4,56,8,2,38,-1,-1,-1,-1,-1,-1,40,15,69,44,14,72,42,17,75,37,14,66,50,24,74,25,7,48,14,3,50,15,4,49,17,3,61,13,3,49,16,3,43,-1,-1,-1,13,4,33,-1,-1,-1,14,4,39,12,4,29,-1,-1,-1,-1,-1,-1,54,25,81,58,21,85,53,25,83,52,23,80,65,38,88,43,20,68
"008903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,63,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,18,77,53,18,85,45,20,77,45,16,75,55,36,84,31,7,65,31,7,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,14,72,41,9,78,35,15,73,37,12,71,44,32,76,-1,-1,-1,48,19,80,52,15,84,45,20,80,52,19,81,50,33,78,36,13,71,35,12,71,43,8,81,33,12,71,36,10,71,49,37,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,3,52,-1,-1,-1,21,8,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,17,74,54,21,86,45,19,75,39,14,70,61,39,92,-1,-1,-1,22,7,61,24,7,70,28,10,63,22,6,59,-1,-1,-1,-1,-1,-1,11,7,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,26,86,64,26,91,60,30,88,60,24,85,66,37,90,40,15,78
"009901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,13,70,35,11,71,40,15,80,31,11,63,48,24,78,25,4,58,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,32,11,67,30,9,68,37,14,78,27,9,59,43,22,76,23,5,56,36,13,71,32,11,70,41,16,80,34,12,65,41,17,79,28,5,64,32,11,68,31,9,68,37,14,78,28,9,61,45,20,76,26,4,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,4,43,-1,-1,-1,22,6,61,7,4,33,-1,-1,-1,-1,-1,-1,34,13,69,38,11,72,39,15,79,28,10,62,55,32,78,-1,-1,-1,14,2,53,-1,-1,-1,19,2,66,11,2,44,29,8,60,-1,-1,-1,28,14,46,27,14,39,32,15,59,20,8,36,61,32,75,25,18,32,48,22,81,62,27,95,50,22,86,47,21,76,70,52,91,-1,-1,-1
