DISTRICT,DA311CA12R,DA311CC12R,DA311CM12R,DA311CR12R,DA311CS12R,DA311TA12R,DA311TC12R,DA311TM12R,DA311TR12R,DA311TS12R,DB311CA12R,DB311CC12R,DB311CM12R,DB311CR12R,DB311CS12R,DB311TA12R,DB311TC12R,DB311TM12R,DB311TR12R,DB311TS12R,DE311CA12R,DE311CC12R,DE311CM12R,DE311CR12R,DE311CS12R,DE311TA12R,DE311TC12R,DE311TM12R,DE311TR12R,DE311TS12R,DF311CA12R,DF311CC12R,DF311CM12R,DF311CR12R,DF311CS12R,DF311TA12R,DF311TC12R,DF311TM12R,DF311TR12R,DF311TS12R,DH311CA12R,DH311CC12R,DH311CM12R,DH311CR12R,DH311CS12R,DH311TA12R,DH311TC12R,DH311TM12R,DH311TR12R,DH311TS12R,DI311CA12R,DI311CC12R,DI311CM12R,DI311CR12R,DI311CS12R,DI311TA12R,DI311TC12R,DI311TM12R,DI311TR12R,DI311TS12R,DL311CA12R,DL311CC12R,DL311CM12R,DL311CR12R,DL311CS12R,DL311TA12R,DL311TC12R,DL311TM12R,DL311TR12R,DL311TS12R,DM311CA12R,DM311CC12R,DM311CM12R,DM311CR12R,DM311CS12R,DM311TA12R,DM311TC12R,DM311TM12R,DM311TR12R,DM311TS12R,DR311CA12R,DR311CC12R,DR311CM12R,DR311CR12R,DR311CS12R,DR311TA12R,DR311TC12R,DR311TM12R,DR311TR12R,DR311TS12R,DS311CA12R,DS311CC12R,DS311CM12R,DS311CR12R,DS311CS12R,DS311TA12R,DS311TC12R,DS311TM12R,DS311TR12R,DS311TS12R,DW311CA12R,DW311CC12R,DW311CM12R,DW311CR12R,DW311CS12R,DW311TA12R,DW311TC12R,DW311TM12R,DW311TR12R,DW311TS12R,D2311CA12R,D2311CC12R,D2311CM12R,D2311CR12R,D2311CS12R,D2311TA12R,D2311TC12R,D2311TM12R,D2311TR12R,D2311TS12R,D3311CA12R,D3311CC12R,D3311CM12R,D3311CR12R,D3311CS12R,D3311TA12R,D3311TC12R,D3311TM12R,D3311TR12R,D3311TS12R,D4311CA12R,D4311CC12R,D4311CM12R,D4311CR12R,D4311CS12R,D4311TA12R,D4311TC12R,D4311TM12R,D4311TR12R,D4311TS12R
"143901",9,27,25,35,50,85,91,90,97,97,-3,7,6,6,19,75,87,88,-4,-4,-3,13,15,28,30,77,87,87,96,98,11,24,27,44,44,85,88,89,95,94,-3,15,20,15,35,60,70,70,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,29,23,27,55,85,93,90,98,99,5,10,12,17,20,68,81,78,91,92,5,20,16,32,10,70,85,84,89,90,12,32,28,42,57,90,95,94,96,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"143902",14,21,24,48,69,72,86,83,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,20,20,50,70,80,90,-4,-4,8,8,23,46,69,85,85,-4,-4,-4,13,13,38,38,63,63,88,75,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,31,25,50,69,63,88,69,94,-4,-3,-3,7,29,50,57,79,71,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,26,21,58,74,79,84,89,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"143903",14,29,29,33,49,79,88,88,95,96,-3,-3,-3,14,21,43,69,71,93,79,11,23,22,19,37,67,81,85,96,89,15,18,24,40,37,78,88,88,-4,98,-3,11,22,-3,22,90,-4,-4,90,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,39,34,27,61,80,89,89,91,95,-3,6,5,10,32,55,78,74,90,84,-3,-3,-3,10,-3,20,60,40,80,80,19,37,37,43,60,85,90,90,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"143904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"143905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"143906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"144901",8,20,21,28,48,77,86,83,98,97,6,11,8,31,43,72,83,81,97,94,3,6,9,20,33,65,78,76,96,95,10,18,20,36,41,78,83,81,99,97,3,7,12,19,38,68,81,78,97,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,18,27,27,-4,-4,7,21,22,20,55,77,89,85,97,96,2,5,3,9,18,53,69,66,95,92,-3,-3,-3,8,8,54,73,69,96,81,14,34,33,36,59,87,92,88,99,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"144902",7,17,28,21,46,71,74,84,96,96,-3,-3,-3,-3,-3,50,57,86,71,-4,4,12,20,17,38,62,66,88,93,95,11,17,29,28,37,66,68,81,-4,92,-3,-3,7,29,21,47,43,86,-4,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,16,27,13,56,76,79,88,92,-4,-3,2,4,11,16,48,47,63,93,90,-3,-3,11,11,11,20,33,44,67,78,9,21,35,22,54,78,80,87,97,98,-3,13,13,13,38,75,75,75,-4,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"144903",10,28,44,15,61,70,78,89,85,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,13,38,22,50,67,75,88,-4,-4,-3,-1,-1,20,-1,40,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,40,50,9,70,73,80,90,73,80,9,20,40,18,50,55,70,80,73,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,30,60,10,90,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"145901",4,13,16,20,37,61,74,66,88,89,-3,7,7,14,36,57,79,64,86,93,2,9,11,17,20,54,67,56,87,87,5,10,15,28,37,67,75,69,90,88,6,14,11,23,31,54,69,57,83,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,-3,33,-3,50,67,3,15,17,12,37,55,73,62,87,90,1,3,4,7,14,42,59,48,81,82,-3,-3,-3,-3,-3,6,24,18,59,38,4,13,21,20,42,65,76,71,93,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"145902",7,17,16,26,39,67,79,72,90,88,-3,-3,-3,18,17,33,58,33,82,75,-3,3,4,21,24,45,62,54,79,72,5,14,14,41,43,76,84,78,97,89,10,20,20,10,40,50,70,60,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,19,18,17,36,61,76,68,85,88,-3,3,-3,3,6,32,58,40,80,74,-3,-3,-3,-3,-3,13,38,33,50,50,8,19,17,30,43,74,83,80,89,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"145906",3,19,33,14,45,85,89,94,97,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,16,24,4,48,84,88,92,96,92,3,13,37,13,33,87,93,90,97,97,-3,-3,13,13,25,63,63,88,88,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,24,29,14,54,83,85,97,97,91,-3,4,4,8,20,72,80,83,92,88,-3,-3,-3,33,-3,83,83,-4,-4,-4,4,21,37,13,47,87,92,94,98,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"145907",3,12,12,9,33,50,79,55,91,91,-3,-3,-3,8,17,42,67,42,83,83,4,12,16,12,36,58,80,56,92,88,7,7,14,21,43,57,93,57,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,16,11,-3,26,45,68,53,85,84,-3,5,5,5,23,27,68,36,86,86,-3,-3,-3,-3,-3,-3,-3,20,60,60,5,17,17,11,39,58,83,61,-4,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"145911",7,14,16,20,33,76,86,89,88,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,9,7,7,16,64,81,82,80,95,5,11,15,23,29,85,87,92,97,97,4,4,8,4,20,62,72,88,76,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,18,17,18,36,70,84,87,80,98,-3,3,3,-3,3,51,71,77,74,97,-3,13,11,-3,-3,44,88,67,67,-4,9,17,19,26,38,85,90,89,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"146901",2,9,7,9,40,59,73,71,86,95,-3,2,2,2,18,32,50,51,80,89,2,7,5,8,34,57,70,68,85,94,2,11,8,12,40,59,68,69,91,94,4,10,10,11,36,66,76,75,88,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,12,26,40,40,59,92,2,8,5,6,40,59,77,73,82,95,-3,3,2,5,24,45,62,60,80,93,-3,4,-3,-3,8,8,36,54,40,64,1,11,4,10,50,60,77,73,87,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"146902",5,10,18,20,40,76,82,86,94,96,2,5,10,12,22,54,69,75,93,93,3,6,14,16,33,70,78,81,95,95,4,7,19,26,33,76,79,87,96,96,3,6,16,18,38,76,80,88,95,95,-3,-3,-3,-3,18,73,91,82,91,-4,-3,-3,-3,-3,-3,11,11,67,67,78,6,13,17,15,47,77,85,85,93,96,-3,2,4,6,22,60,69,77,89,92,-3,-3,5,8,14,32,43,66,68,69,6,13,21,23,45,80,85,87,94,96,-3,-3,20,20,60,60,60,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"146903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"146904",4,19,17,21,44,77,88,79,96,97,-3,-3,13,13,25,50,63,63,88,-4,-3,15,11,16,35,69,85,71,93,96,5,16,14,23,43,83,90,85,95,98,6,33,27,13,47,75,80,80,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,21,20,19,45,69,87,72,96,97,-3,7,4,8,23,66,82,69,93,96,-3,-3,-3,-3,-3,11,38,13,56,63,5,19,16,22,44,78,91,79,96,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"146905",3,11,13,10,35,62,79,79,81,95,-3,-3,-3,-3,9,8,58,33,50,91,2,8,13,12,33,63,79,77,78,91,3,3,17,11,23,76,86,80,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,11,10,44,50,74,79,69,93,-3,8,-3,7,20,55,73,71,80,90,-3,-3,-3,-3,10,20,56,60,50,70,5,13,16,12,38,69,82,85,88,95,-3,17,17,-3,60,83,-4,-4,83,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"146906",6,12,22,21,46,72,81,85,93,95,-3,2,8,10,22,53,71,78,75,90,-3,3,15,14,32,64,74,84,89,93,6,10,27,28,45,78,79,91,97,98,-3,7,18,14,35,62,72,82,96,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,13,17,14,46,67,83,80,89,93,1,4,7,4,17,40,61,66,80,87,-3,-3,8,-3,-3,15,58,46,42,83,11,18,29,30,62,86,91,90,99,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"146907",5,16,15,21,60,70,80,77,93,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,11,9,14,52,63,76,75,91,97,5,13,14,27,54,74,81,78,97,98,-3,-3,19,13,38,69,69,69,94,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,18,16,15,65,67,80,76,89,96,2,3,3,9,43,48,64,60,85,93,-3,-3,-3,-3,22,16,39,42,47,78,6,17,15,22,61,70,81,77,93,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"147901",-3,9,3,3,31,66,81,65,87,97,-3,-3,-3,-3,22,56,67,56,89,-4,-3,12,4,-3,23,62,81,60,84,96,-3,13,-3,7,33,87,87,87,-4,-4,-3,14,8,8,21,71,93,69,85,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,6,6,-3,29,47,76,44,75,94,-3,10,3,3,27,63,80,62,86,97,-3,18,9,-3,-3,45,64,45,73,91,-3,-3,-3,-3,43,57,71,57,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"147902",4,18,16,15,38,65,83,75,83,91,-3,-3,-3,-3,8,42,65,54,69,85,5,10,10,11,28,55,79,67,75,88,5,15,16,22,37,71,81,80,92,92,3,6,18,6,38,70,78,85,81,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,17,-3,20,50,67,67,60,-4,3,21,17,8,38,60,84,71,76,91,-3,5,3,6,12,43,72,56,73,83,-3,6,3,5,5,26,61,43,54,65,4,22,18,19,42,67,86,77,86,92,20,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"147903",3,7,16,16,38,61,71,70,83,91,1,2,6,8,26,55,61,64,80,89,1,3,9,11,26,53,65,62,79,88,3,5,17,19,35,60,72,67,91,93,1,4,13,18,31,56,67,67,81,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,11,20,44,22,33,44,4,9,15,14,40,62,70,72,76,89,-3,2,4,2,19,44,57,55,75,86,-3,-3,3,2,3,26,33,36,56,61,7,12,28,20,55,68,80,75,87,93,-3,-3,-3,33,44,89,-4,89,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"148901",2,2,25,19,37,81,84,84,96,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,9,13,14,70,77,77,91,86,4,-3,28,32,35,80,79,84,-4,91,-3,-3,21,18,33,82,82,85,97,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,4,23,7,38,81,88,85,93,96,-3,-3,7,11,22,71,74,78,93,89,-3,-3,-3,17,-3,33,50,33,83,83,6,6,35,22,47,83,94,88,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"148902",7,20,37,28,59,77,80,87,90,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,9,18,-3,50,64,73,73,80,90,14,21,43,43,57,86,86,93,93,93,-3,-3,-3,13,38,44,56,67,75,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,19,31,13,60,69,75,81,87,93,-3,-3,-3,-3,20,33,50,50,60,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,33,56,33,72,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"148903",-3,-3,-3,7,29,21,57,31,93,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,9,36,27,64,30,91,73,-3,-3,-3,13,13,13,63,14,-4,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,50,33,50,50,83,83,-3,-3,-3,14,-3,14,43,33,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,10,40,30,70,44,-4,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"148905",7,19,22,11,41,70,81,89,93,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,19,31,6,25,63,75,81,88,94,8,8,15,15,38,69,77,85,-4,-4,-3,-3,-3,-3,10,50,50,80,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,29,29,7,43,71,86,93,86,86,-3,-3,11,-3,-3,56,78,67,89,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,27,33,20,60,87,-4,93,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"149901",8,14,18,30,38,75,84,82,94,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,20,19,57,78,70,89,94,7,10,19,38,36,79,84,85,99,95,-3,5,10,19,22,65,76,75,90,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,17,18,21,39,70,84,78,90,97,-3,-3,2,5,14,45,66,57,85,90,-3,-3,-3,8,17,33,50,33,83,67,17,24,28,39,54,83,91,88,99,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"149902",10,14,26,19,38,67,73,83,97,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,15,12,27,64,73,85,97,97,8,11,34,21,41,76,76,82,-4,-4,7,7,14,16,21,57,65,79,95,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,18,18,18,36,58,69,85,95,90,-3,-3,5,5,8,35,49,68,95,89,-3,-3,-3,-3,-3,22,44,44,78,67,15,24,41,24,59,79,82,88,-4,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"150901",11,18,29,31,56,89,93,92,99,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,12,21,25,49,89,94,93,98,-4,11,15,27,37,46,88,91,91,99,98,2,9,17,17,43,79,83,87,98,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,60,60,60,80,80,11,21,31,26,64,90,94,93,98,99,2,9,16,17,43,79,85,86,97,97,6,25,25,29,38,65,81,75,88,94,14,21,33,35,60,92,96,93,99,-4,-3,-3,20,40,40,60,80,-4,80,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"152802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"152803",-3,1,3,7,27,49,54,59,88,87,-3,10,10,10,20,40,50,40,90,70,-3,2,3,6,25,46,52,57,89,86,-3,-3,2,9,27,44,47,60,95,83,-3,-3,2,7,27,47,53,59,88,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,4,4,3,27,55,67,59,77,92,-3,-3,-3,5,20,46,50,57,86,85,-3,-3,-3,14,-3,13,25,50,86,88,-3,-3,-3,-3,40,71,80,-4,83,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"152805",4,12,8,9,32,52,68,56,87,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,5,23,45,64,50,85,82,10,10,10,20,20,50,50,60,90,90,-3,-3,-3,7,13,47,53,53,79,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,13,7,-3,40,53,80,53,85,80,-3,11,-3,13,22,22,33,33,75,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,40,20,-3,80,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"152901",8,17,17,23,47,67,79,73,92,95,2,5,5,11,25,46,62,58,85,89,2,7,6,11,29,52,67,61,87,91,8,15,17,28,43,68,78,74,94,95,3,8,8,14,37,60,74,67,90,94,5,5,5,14,40,55,65,60,91,95,-3,4,9,-3,7,35,49,46,68,82,8,19,18,17,52,66,80,71,89,95,1,3,3,6,21,40,60,49,84,90,1,2,1,3,7,15,35,33,59,71,15,30,31,37,68,82,91,84,96,98,18,34,29,33,62,82,89,85,90,98,27,44,58,44,63,86,90,92,89,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"152902",3,8,15,19,38,72,80,86,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,11,18,31,67,75,80,95,-4,2,2,11,16,16,67,73,89,98,-4,2,5,12,10,24,62,71,79,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,19,22,54,77,85,83,97,-4,-3,2,8,6,8,53,65,75,94,-4,-3,7,29,7,-3,36,57,57,79,-4,4,11,20,31,55,84,91,93,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"152903",3,8,10,26,35,67,76,75,99,98,-3,-3,-3,-3,11,22,67,33,-4,-4,3,6,9,21,27,62,69,72,98,98,3,7,10,30,32,72,78,78,99,99,4,5,9,28,34,68,75,79,98,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,10,22,39,63,73,72,99,97,-3,4,3,16,21,46,59,57,97,96,-3,7,13,50,20,53,64,60,-4,-4,3,16,14,29,41,77,78,76,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
