DISTRICT,D200A001513R,D200A001S14R,D200AC01513R,D200AC01S14R,D200AM01513R,D200AM01S14R,D200AR01513R,D200AR01S14R,D200AS01513R,D200AS01S14R,D200AW01513R,D200AW01S14R,D300A001513R,D300A001S14R,D300AC01513R,D300AC01S14R,D300AM01513R,D300AM01S14R,D300AR01513R,D300AR01S14R,D300AS01513R,D300AS01S14R,D300AW01513R,D300AW01S14R,D400A001513R,D400A001S14R,D400AC01513R,D400AC01S14R,D400AM01513R,D400AM01S14R,D400AR01513R,D400AR01S14R,D400AS01513R,D400AS01S14R,D400AW01513R,D400AW01S14R,DA00A001513R,DA00A001S14R,DA00AC01513R,DA00AC01S14R,DA00AM01513R,DA00AM01S14R,DA00AR01513R,DA00AR01S14R,DA00AS01513R,DA00AS01S14R,DA00AW01513R,DA00AW01S14R,DB00A001513R,DB00A001S14R,DB00AC01513R,DB00AC01S14R,DB00AM01513R,DB00AM01S14R,DB00AR01513R,DB00AR01S14R,DB00AS01513R,DB00AS01S14R,DB00AW01513R,DB00AW01S14R,DE00A001513R,DE00A001S14R,DE00AC01513R,DE00AC01S14R,DE00AM01513R,DE00AM01S14R,DE00AR01513R,DE00AR01S14R,DE00AS01513R,DE00AS01S14R,DE00AW01513R,DE00AW01S14R,DF00A001513R,DF00A001S14R,DF00AC01513R,DF00AC01S14R,DF00AM01513R,DF00AM01S14R,DF00AR01513R,DF00AR01S14R,DF00AS01513R,DF00AS01S14R,DF00AW01513R,DF00AW01S14R,DH00A001513R,DH00A001S14R,DH00AC01513R,DH00AC01S14R,DH00AM01513R,DH00AM01S14R,DH00AR01513R,DH00AR01S14R,DH00AS01513R,DH00AS01S14R,DH00AW01513R,DH00AW01S14R,DI00A001513R,DI00A001S14R,DI00AC01513R,DI00AC01S14R,DI00AM01513R,DI00AM01S14R,DI00AR01513R,DI00AR01S14R,DI00AS01513R,DI00AS01S14R,DI00AW01513R,DI00AW01S14R,DL00A001513R,DL00A001S14R,DL00AC01513R,DL00AC01S14R,DL00AM01513R,DL00AM01S14R,DL00AR01513R,DL00AR01S14R,DL00AS01513R,DL00AS01S14R,DL00AW01513R,DL00AW01S14R,DM00A001513R,DM00A001S14R,DM00AC01513R,DM00AC01S14R,DM00AM01513R,DM00AM01S14R,DM00AR01513R,DM00AR01S14R,DM00AS01513R,DM00AS01S14R,DM00AW01513R,DM00AW01S14R,DR00A001513R,DR00A001S14R,DR00AC01513R,DR00AC01S14R,DR00AM01513R,DR00AM01S14R,DR00AR01513R,DR00AR01S14R,DR00AS01513R,DR00AS01S14R,DR00AW01513R,DR00AW01S14R,DS00A001513R,DS00A001S14R,DS00AC01513R,DS00AC01S14R,DS00AM01513R,DS00AM01S14R,DS00AR01513R,DS00AR01S14R,DS00AS01513R,DS00AS01S14R,DS00AW01513R,DS00AW01S14R,DW00A001513R,DW00A001S14R,DW00AC01513R,DW00AC01S14R,DW00AM01513R,DW00AM01S14R,DW00AR01513R,DW00AR01S14R,DW00AS01513R,DW00AS01S14R,DW00AW01513R,DW00AW01S14R
"063906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,84,90,88,87,81,95,82,88,82,79,100,.,.,.,.,.,.,.,.,.,.,.,.,88,80,88,82,85,76,94,78,87,80,79,100,87,86,91,86,82,81,93,89,-1,-1,86,100,85,81,73,-1,84,71,94,78,89,-1,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,.,-1,-1,90,83,89,89,91,81,97,76,91,100,76,100,80,71,63,-1,71,58,88,74,100,-1,-1,100,91,83,-1,-1,100,88,100,70,-1,-1,-1,-1,91,85,100,85,88,84,95,85,86,75,79,100
"064903",67,.,-1,.,-1,.,-1,.,-1,.,-1,.,96,86,100,-1,100,86,86,89,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,61,60,69,66,67,59,63,60,51,62,48,53,83,82,-1,-1,71,-1,88,86,100,-1,-1,-1,57,56,64,63,64,56,59,56,46,54,44,50,64,64,71,66,70,62,67,66,51,64,54,64,60,59,68,65,66,58,62,59,49,62,47,52,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,35,48,-1,37,44,56,33,46,-1,-1,35,54,58,56,68,67,64,57,60,54,51,60,41,42,44,45,54,49,51,45,46,45,36,52,30,32,40,43,42,52,44,45,38,34,40,62,35,39,74,72,89,76,78,74,77,74,75,61,51,60
"065901",97,70,100,-1,88,71,100,75,100,-1,-1,-1,100,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,60,100,-1,-1,-1,-1,-1,-1,-1,.,-1,.,82,85,93,83,79,85,84,85,86,85,71,91,73,62,80,70,67,50,79,63,69,-1,67,-1,79,79,88,76,76,79,82,79,83,76,68,92,84,86,89,78,79,81,87,90,85,87,78,93,72,80,89,69,71,87,71,79,89,71,50,88,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,-1,81,85,97,87,78,88,81,80,87,85,66,90,69,76,88,75,62,76,72,76,73,72,55,83,60,65,89,-1,59,69,71,60,62,-1,-1,-1,85,91,95,89,82,91,87,91,86,90,78,93
"065902",75,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,76,62,56,86,85,86,79,63,84,69,64,.,-1,.,.,.,-1,.,-1,.,.,.,.,77,76,57,59,85,84,90,80,65,75,67,58,81,78,57,56,94,85,92,83,56,75,84,83,71,81,-1,-1,82,91,92,91,-1,-1,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,71,75,67,55,76,85,79,75,71,100,46,-1,51,67,-1,-1,67,77,58,65,-1,-1,-1,-1,63,70,-1,-1,88,86,75,73,-1,-1,-1,-1,77,76,66,62,87,85,85,78,62,80,70,64
"066005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,70,-1,-1,-1,-1,64,82,.,.,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,48,70,.,-1,-1,-1,60,82,.,.,-1,100,50,68,-1,-1,-1,-1,-1,71,.,.,-1,-1,45,70,.,-1,-1,-1,56,80,.,.,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,45,67,.,-1,-1,-1,-1,75,.,.,-1,-1,58,73,.,-1,-1,-1,-1,-1,.,.,-1,-1,33,67,.,-1,-1,-1,-1,80,.,.,-1,100,-1,.,.,.,-1,.,-1,.,.,.,.,.,83,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.
"066901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,64,65,71,67,61,75,65,51,62,63,68,.,.,.,.,.,.,.,.,.,.,.,.,63,61,62,71,64,55,73,63,47,53,58,63,65,67,58,69,68,64,75,69,45,59,67,81,66,65,64,72,66,61,74,64,52,63,62,68,-1,.,.,.,-1,.,-1,.,.,.,-1,.,21,34,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,68,62,71,73,66,58,75,61,57,65,59,59,54,55,48,66,51,54,67,49,53,55,41,53,59,61,58,73,50,55,62,60,70,-1,62,-1,91,-1,-1,-1,100,-1,100,-1,-1,-1,-1,.
"066902",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,63,67,70,62,64,65,60,53,71,44,56,.,.,.,.,.,.,.,.,.,.,.,.,57,59,66,65,59,61,62,57,53,64,41,51,62,65,70,67,62,63,68,64,54,69,51,68,60,63,67,70,62,64,65,60,53,71,45,56,-1,.,.,.,-1,.,-1,.,.,.,-1,.,31,56,-1,35,28,73,44,54,-1,-1,-1,-1,58,62,65,73,62,65,62,57,52,74,38,44,42,50,48,59,42,51,47,47,39,59,25,41,52,66,43,71,48,72,67,64,30,56,50,50,59,83,-1,.,-1,-1,-1,-1,-1,-1,-1,-1
"066903",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,92,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,59,64,60,63,64,69,64,62,53,68,42,57,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,54,59,55,57,61,66,59,56,46,57,33,53,62,70,64,59,66,75,68,72,53,61,47,69,59,63,59,61,65,68,63,61,52,63,43,55,-1,-1,-1,.,-1,.,-1,-1,-1,-1,-1,.,49,53,-1,-1,54,63,38,42,-1,-1,-1,-1,56,59,56,67,63,64,60,53,54,80,36,45,43,53,44,54,47,58,50,49,37,58,29,39,48,48,50,40,49,50,53,48,50,56,34,50,60,80,74,85,55,83,71,75,58,100,32,64
"067902",88,86,71,83,94,86,86,88,100,-1,88,-1,.,100,.,-1,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,87,88,89,86,87,86,91,89,85,88,78,91,94,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,84,85,88,83,84,83,89,86,76,83,74,88,89,87,89,83,88,85,95,91,86,83,83,92,86,88,86,92,89,84,94,87,79,92,72,93,-1,89,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,91,-1,.,-1,100,-1,83,-1,.,.,.,85,88,89,88,87,87,88,87,84,93,73,91,77,76,85,73,79,73,82,78,68,82,66,76,75,77,76,75,72,76,79,76,71,86,80,82,88,88,90,86,87,86,91,89,86,88,79,90
"067903",.,.,.,.,.,.,.,.,.,.,.,.,100,95,-1,-1,100,100,100,100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,81,86,80,83,86,83,80,79,78,63,78,76,80,71,-1,73,91,80,79,100,-1,63,-1,74,76,80,73,78,81,77,77,74,63,57,71,81,81,83,78,82,85,86,81,72,73,69,80,74,76,84,70,73,78,75,76,78,76,63,79,88,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,59,62,57,-1,62,74,67,58,-1,-1,50,87,79,81,88,81,83,87,80,78,85,82,58,76,65,66,74,60,68,74,68,66,63,58,41,60,59,56,68,48,62,63,63,62,64,-1,38,47,82,83,87,82,86,89,85,81,79,78,62,77
"067904",91,100,-1,-1,83,-1,83,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,77,83,85,82,81,79,74,69,76,64,58,-1,100,.,-1,-1,-1,-1,-1,.,-1,-1,.,70,68,74,79,76,73,73,64,57,68,60,48,80,78,85,82,82,82,83,77,71,71,71,65,72,79,77,89,82,84,75,74,56,80,59,60,.,.,.,.,.,.,.,.,.,.,.,.,-1,62,-1,-1,-1,-1,-1,-1,.,-1,-1,.,74,75,81,89,81,80,74,70,66,81,56,47,58,59,62,74,64,67,63,53,53,53,40,29,54,52,-1,-1,57,53,65,52,-1,-1,-1,-1,79,74,87,81,81,78,81,72,79,68,65,54
"067907",100,67,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,65,59,72,63,62,60,70,62,63,49,53,47,65,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,55,70,60,56,60,68,55,54,44,51,37,70,67,74,65,68,66,74,72,57,60,70,61,69,51,81,41,68,62,68,53,71,42,61,-1,-1,78,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,29,.,-1,-1,-1,-1,-1,.,.,-1,-1,59,52,69,62,55,55,66,52,67,37,34,34,47,35,55,37,42,40,57,33,43,35,30,26,54,53,69,47,43,57,62,64,63,-1,33,-1,64,62,70,73,60,60,71,63,60,55,51,51
"067908",100,-1,-1,.,-1,-1,-1,-1,-1,.,-1,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87,88,85,82,89,87,92,92,87,86,76,88,.,.,.,.,.,.,.,.,.,.,.,.,88,87,89,84,89,86,93,92,88,83,75,87,88,85,86,74,92,82,90,92,80,78,81,88,86,80,92,-1,86,78,90,80,89,-1,67,-1,.,.,.,.,.,.,.,.,.,.,.,.,88,83,-1,.,-1,-1,-1,-1,-1,.,-1,-1,87,91,83,88,87,93,94,93,91,89,74,88,78,80,78,74,80,79,87,88,77,69,63,75,66,50,-1,-1,64,-1,64,67,-1,-1,-1,-1,87,89,82,82,90,88,93,93,86,87,78,87
"068801",47,-1,-1,.,-1,.,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,47,62,57,51,52,56,35,53,76,29,.,42,29,56,-1,-1,-1,45,-1,-1,-1,-1,.,47,45,58,51,50,50,52,33,48,77,22,.,50,49,60,59,49,56,59,38,49,68,27,.,46,43,55,55,47,48,51,31,48,71,22,.,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,-1,28,-1,-1,-1,63,-1,-1,-1,-1,-1,.,53,44,66,55,52,46,52,30,59,90,32,.,46,44,57,54,41,48,53,32,49,76,23,.,20,23,35,-1,16,21,23,16,22,50,-1,.,63,57,77,67,60,65,67,43,66,85,42,.
"068802",-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,57,.,.,45,52,67,65,.,.,.,49,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,58,55,.,.,45,47,70,63,.,.,.,54,59,63,.,.,50,55,69,70,.,.,.,61,37,45,.,.,27,44,48,52,.,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,53,53,.,.,41,50,66,62,.,.,.,37,31,29,.,.,19,26,42,39,.,.,.,15,-1,50,.,.,-1,-1,-1,-1,.,.,.,-1,69,65,.,.,60,59,79,74,.,.,.,60
"068901",74,68,86,70,68,64,75,74,80,62,63,58,91,88,92,91,90,88,89,88,93,89,92,80,65,62,64,67,52,64,83,61,71,-1,55,56,64,63,72,67,64,61,68,64,62,62,49,55,56,53,64,60,53,50,62,56,58,51,40,46,55,56,62,60,55,55,59,57,52,51,42,48,65,65,70,66,65,63,70,68,59,62,56,63,60,60,68,64,61,60,64,61,57,59,45,53,68,71,82,78,70,68,69,74,69,75,50,44,42,47,42,45,49,52,45,46,21,30,31,44,62,60,73,67,63,61,65,60,65,63,43,48,52,53,65,60,51,51,54,53,54,58,35,39,33,42,37,45,35,44,37,40,31,43,18,34,74,72,83,77,71,69,77,74,76,73,59,64
"069901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,68,69,68,65,68,67,69,71,59,45,69,.,.,.,.,.,.,.,.,.,.,.,.,56,62,59,64,58,62,58,65,62,43,38,63,60,59,62,57,64,55,66,65,61,53,41,57,60,65,66,68,61,65,62,65,68,57,38,66,.,.,.,.,.,.,.,.,.,.,.,.,35,54,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,67,74,74,76,66,77,68,72,78,65,49,76,41,56,48,52,48,51,35,59,48,52,20,70,31,50,-1,-1,-1,50,-1,50,-1,-1,-1,-1,87,84,81,-1,83,81,93,92,89,-1,90,83
"069902",-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,76,88,72,80,73,87,86,89,60,71,67,.,.,.,.,.,.,.,.,.,.,.,.,85,72,80,65,84,71,87,82,91,62,79,60,84,78,86,74,80,77,90,88,85,65,73,67,80,68,81,58,77,68,84,81,88,50,68,57,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,83,73,90,69,81,68,83,85,95,55,68,67,78,60,84,52,73,58,83,75,86,44,58,42,78,68,75,-1,80,63,82,85,85,-1,62,-1,88,84,95,88,85,78,91,92,91,71,75,75
"070801",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,56,60,50,50,53,66,62,74,56,33,44,46,51,-1,-1,36,41,64,65,-1,-1,-1,-1,42,58,45,50,42,54,53,66,50,67,18,47,58,58,64,48,51,54,69,67,75,50,38,57,45,51,50,42,44,58,53,53,46,36,27,45,-1,.,-1,.,-1,.,-1,.,.,.,.,.,28,44,-1,-1,-1,61,-1,38,-1,-1,-1,-1,54,53,56,53,50,52,64,56,73,65,29,33,43,44,46,34,38,41,52,54,64,42,17,31,41,30,-1,-1,-1,-1,60,38,-1,-1,-1,-1,65,60,68,63,59,54,74,67,86,65,43,38
"070901",.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,86,86,92,88,87,91,88,88,80,69,80,66,100,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,84,83,91,87,85,89,85,84,78,64,78,64,88,91,92,95,89,95,94,92,75,84,79,83,84,78,85,80,87,86,83,79,77,58,82,61,.,.,.,.,.,.,.,.,.,.,.,.,84,-1,-1,.,83,-1,83,-1,-1,.,100,-1,85,80,93,84,84,87,83,85,87,55,80,40,81,74,82,77,86,85,82,76,71,53,75,43,88,85,80,83,89,89,94,93,-1,-1,100,-1,87,91,98,94,86,94,91,94,82,80,77,67
"070903",77,78,75,71,90,80,77,78,71,83,65,75,81,91,83,-1,78,88,89,89,-1,-1,-1,-1,79,81,-1,-1,88,71,78,89,-1,-1,-1,-1,73,76,78,75,79,81,76,73,64,74,56,72,61,65,71,66,65,71,67,62,55,63,39,52,67,71,72,69,75,78,70,68,58,66,49,68,74,78,78,76,81,82,79,78,61,71,60,79,69,73,73,70,77,80,73,71,60,68,52,72,91,79,-1,-1,-1,-1,-1,83,-1,.,-1,-1,36,52,44,36,44,60,29,53,28,33,32,43,71,74,78,75,78,81,73,70,67,78,51,65,57,59,66,59,64,66,59,55,51,64,36,43,44,55,50,56,50,61,47,52,39,58,25,37,82,85,88,88,87,87,84,83,75,88,66,79
"070905",76,83,86,-1,75,-1,73,-1,-1,-1,-1,-1,-1,100,.,-1,-1,100,-1,100,.,-1,.,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,72,73,76,79,73,70,76,75,73,74,55,63,66,67,69,70,69,61,73,73,70,60,40,69,70,71,74,78,72,68,74,73,71,73,53,63,71,72,75,76,71,67,76,77,67,67,59,67,71,72,76,77,74,69,74,73,72,73,54,62,76,94,70,-1,82,-1,83,100,70,-1,71,.,45,54,44,64,45,53,48,58,67,53,35,38,73,74,78,81,75,74,75,74,79,81,51,58,59,63,64,71,61,60,62,66,63,67,39,50,53,72,55,79,59,71,57,75,56,72,27,59,74,78,79,84,73,76,79,81,77,78,61,61
"070907",75,64,-1,-1,88,67,67,70,-1,-1,-1,-1,.,100,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,79,77,81,87,82,81,81,66,57,59,86,60,57,38,50,71,56,73,58,55,-1,35,82,71,75,67,71,82,80,78,77,59,50,48,82,79,81,72,84,89,82,85,84,63,55,71,94,74,78,70,72,85,90,80,79,59,37,59,86,.,.,.,.,.,.,.,.,.,.,.,.,68,59,-1,-1,81,80,76,48,-1,-1,-1,-1,75,78,81,79,85,82,77,79,69,59,47,78,64,68,66,70,75,76,68,69,59,41,35,72,68,67,62,58,70,65,73,80,64,-1,62,86,82,86,87,95,91,83,84,87,72,69,65,89
"070908",81,86,93,86,79,84,83,90,88,78,64,86,95,94,97,89,99,98,93,93,97,94,88,89,89,53,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,88,88,92,89,89,88,90,89,86,87,76,84,84,83,83,85,85,83,88,83,81,86,76,71,81,82,85,83,82,82,85,83,79,79,65,78,89,89,91,88,90,89,92,91,84,85,83,88,81,83,87,84,84,84,85,84,78,81,66,78,88,79,93,83,96,88,96,81,71,-1,71,-1,60,72,52,54,69,74,65,74,-1,-1,39,81,86,87,92,90,89,88,88,87,88,89,69,79,69,73,79,74,73,74,73,74,67,73,45,64,63,67,67,66,65,69,70,69,56,59,48,59,90,90,94,91,91,90,92,90,88,89,79,86
"070909",88,100,-1,-1,86,100,100,100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,80,84,64,90,81,81,85,82,69,71,80,89,75,92,-1,92,68,85,86,92,-1,83,86,82,76,84,61,90,77,82,82,80,65,69,79,78,76,79,57,84,79,76,83,73,-1,77,83,77,81,75,69,88,85,74,85,79,60,62,80,.,.,.,.,.,.,.,.,.,.,.,.,61,74,-1,-1,75,82,50,77,-1,-1,-1,-1,86,82,88,72,94,83,85,86,88,78,66,78,70,72,70,59,79,71,67,79,72,60,58,69,77,79,-1,-1,75,75,75,88,-1,-1,83,-1,83,78,84,67,91,81,82,82,81,70,72,75
"070910",64,88,-1,-1,67,78,67,100,.,-1,-1,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,85,82,92,82,84,82,87,86,86,75,74,72,88,74,-1,-1,88,75,88,78,-1,.,-1,-1,83,77,90,81,81,76,85,82,87,71,72,67,88,83,93,84,86,81,90,89,87,70,82,78,81,76,86,72,82,77,85,82,81,61,70,68,100,71,.,-1,-1,-1,-1,-1,.,-1,-1,-1,57,69,56,91,56,60,68,72,-1,.,-1,71,83,81,91,80,83,83,84,83,85,78,69,66,74,72,85,74,76,70,75,78,75,70,60,51,67,65,71,57,66,63,69,74,74,59,56,50,87,86,96,88,86,87,88,89,88,84,77,76
"070911",83,76,86,72,88,79,79,78,92,73,70,72,88,80,100,-1,91,86,83,80,92,-1,67,-1,92,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,80,82,83,83,83,86,83,82,75,79,67,76,77,81,80,82,78,82,83,81,71,77,65,82,73,77,75,78,78,81,77,76,65,72,59,65,81,85,81,83,84,87,86,86,72,79,73,83,76,79,79,78,81,84,79,79,70,71,61,68,80,80,87,75,86,95,86,72,71,86,64,-1,55,63,49,60,69,71,58,62,24,35,46,50,79,79,85,82,83,84,80,77,78,78,62,68,64,70,69,72,69,75,70,68,60,62,47,57,54,58,44,50,57,61,60,62,44,53,52,47,83,86,87,87,87,89,86,84,78,86,73,79
"070912",81,83,88,82,83,83,84,83,82,88,65,80,93,92,100,100,89,87,95,93,100,-1,82,100,92,100,-1,-1,86,-1,100,-1,-1,.,-1,.,79,80,84,82,81,80,82,80,75,77,64,75,65,66,69,68,66,68,70,65,61,60,50,66,71,73,76,73,75,75,75,73,65,67,56,67,80,82,83,82,82,82,85,83,73,75,69,84,74,76,78,76,78,78,78,77,67,71,56,71,76,70,100,83,75,73,78,65,67,-1,60,-1,57,59,47,48,64,65,64,63,30,-1,47,46,77,77,85,81,81,79,79,77,77,78,59,67,62,65,68,67,65,68,66,65,57,56,43,58,46,53,50,54,47,56,49,56,49,41,36,33,85,86,91,90,87,85,87,86,83,84,71,81
"070915",88,79,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,83,71,-1,-1,86,-1,86,-1,-1,.,-1,-1,100,100,.,-1,-1,-1,-1,-1,.,.,-1,-1,84,81,88,80,83,78,87,84,84,84,73,76,75,79,-1,86,80,69,80,94,-1,-1,-1,-1,78,70,82,71,78,66,82,75,80,74,64,63,85,81,88,81,83,77,89,82,80,83,80,84,74,67,77,63,78,63,78,73,73,68,56,67,92,89,-1,.,-1,-1,-1,-1,-1,.,-1,-1,51,36,-1,-1,60,25,55,44,-1,.,-1,57,83,81,89,80,83,79,85,85,88,86,66,68,72,57,79,51,71,54,74,63,79,61,54,48,65,52,68,56,65,48,69,57,59,50,55,45,85,83,91,83,84,81,89,86,87,89,76,78
"071801",91,83,-1,-1,-1,83,-1,83,-1,-1,-1,-1,100,88,100,78,100,94,100,89,100,-1,100,-1,.,.,.,.,.,.,.,.,.,.,.,.,89,87,89,69,90,89,91,91,92,90,81,91,88,93,82,75,90,94,94,95,88,-1,71,100,88,83,84,63,90,85,89,87,91,90,78,86,89,87,88,65,89,88,91,92,91,87,80,92,88,86,88,65,89,88,90,90,91,87,80,91,-1,.,-1,.,-1,.,-1,.,.,.,.,.,68,64,54,-1,83,72,65,71,75,-1,53,70,89,88,90,72,90,91,90,90,93,93,82,89,72,77,68,47,80,82,69,83,80,82,57,79,82,77,75,60,86,88,81,79,89,-1,75,-1,90,96,100,88,88,96,90,98,100,100,79,93
"071803",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,60,80,84,69,65,75,44,79,93,29,.,-1,.,-1,.,.,.,.,.,.,.,.,.,69,59,80,83,68,64,73,44,79,92,27,.,66,58,74,87,68,57,71,42,76,93,32,.,69,61,79,86,69,65,74,45,79,93,28,.,.,.,.,.,.,.,.,.,.,.,.,.,35,26,50,-1,45,-1,36,-1,42,-1,-1,.,74,63,86,80,70,74,80,48,83,92,23,.,69,59,79,83,68,64,74,43,78,93,28,.,56,-1,-1,.,-1,-1,-1,-1,100,.,-1,.,92,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.
"071804",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,52,56,59,74,53,51,62,51,52,68,30,.,.,-1,.,.,.,.,.,-1,.,-1,.,.,51,55,58,76,52,53,59,49,52,64,28,.,55,59,53,75,54,62,74,54,50,62,40,.,52,56,58,75,53,52,62,49,52,70,30,.,.,.,.,.,.,.,.,.,.,.,.,.,31,33,55,-1,-1,-1,31,-1,35,-1,-1,.,50,51,66,72,52,36,50,48,53,82,19,.,52,55,58,73,53,52,61,50,52,66,27,.,14,31,-1,50,-1,-1,-1,-1,-1,-1,-1,.,59,57,-1,-1,-1,-1,-1,67,-1,-1,-1,.
"071806",89,83,75,-1,90,-1,100,-1,-1,-1,86,.,96,100,94,-1,98,100,96,100,94,-1,94,.,100,100,-1,.,-1,-1,-1,-1,-1,.,-1,.,80,79,75,77,81,81,85,82,79,76,71,70,85,78,80,75,80,71,92,85,88,63,83,89,75,78,69,74,77,81,80,80,75,73,65,67,80,81,69,77,82,81,87,85,74,74,77,79,76,79,71,74,78,81,82,81,77,76,66,68,71,80,-1,-1,56,86,78,71,-1,-1,-1,-1,52,61,50,54,56,69,55,63,56,52,40,42,79,78,81,77,81,82,82,79,85,78,65,62,67,66,67,63,70,70,69,70,69,57,53,53,54,60,52,60,63,63,61,60,38,56,39,54,88,87,87,100,90,87,90,84,88,88,80,82
"071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,64,64,68,74,66,65,65,.,.,70,49,.,.,.,.,.,.,.,.,.,.,.,.,68,63,64,68,74,66,63,64,.,.,68,45,66,65,46,60,69,66,64,68,.,.,77,56,68,63,64,67,73,66,64,65,.,.,69,49,.,.,.,.,.,.,.,.,.,.,.,.,66,64,62,71,71,68,59,65,.,.,74,48,72,62,83,77,78,66,65,63,.,.,64,44,68,65,64,71,74,70,62,65,.,.,70,49,55,40,-1,-1,55,-1,55,50,.,.,-1,-1,-1,100,.,-1,-1,-1,-1,-1,.,.,-1,.
