DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD000AC01218R,DD000AC01318R,DD000AC01S18R,DD000AM01218R,DD000AM01318R,DD000AM01S18R,DD000AR01218R,DD000AR01318R,DD000AR01S18R,DD000AS01218R,DD000AS01318R,DD000AS01S18R,DD000AW01218R,DD000AW01318R,DD000AW01S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD200AC01218R,DD200AC01318R,DD200AC01S18R,DD200AM01218R,DD200AM01318R,DD200AM01S18R,DD200AR01218R,DD200AR01318R,DD200AR01S18R,DD200AS01218R,DD200AS01318R,DD200AS01S18R,DD200AW01218R,DD200AW01318R,DD200AW01S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD300AC01218R,DD300AC01318R,DD300AC01S18R,DD300AM01218R,DD300AM01318R,DD300AM01S18R,DD300AR01218R,DD300AR01318R,DD300AR01S18R,DD300AS01218R,DD300AS01318R,DD300AS01S18R,DD300AW01218R,DD300AW01318R,DD300AW01S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DD400AC01218R,DD400AC01318R,DD400AC01S18R,DD400AM01218R,DD400AM01318R,DD400AM01S18R,DD400AR01218R,DD400AR01318R,DD400AR01S18R,DD400AS01218R,DD400AS01318R,DD400AS01S18R,DD400AW01218R,DD400AW01318R,DD400AW01S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDA00AC01218R,DDA00AC01318R,DDA00AC01S18R,DDA00AM01218R,DDA00AM01318R,DDA00AM01S18R,DDA00AR01218R,DDA00AR01318R,DDA00AR01S18R,DDA00AS01218R,DDA00AS01318R,DDA00AS01S18R,DDA00AW01218R,DDA00AW01318R,DDA00AW01S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDB00AC01218R,DDB00AC01318R,DDB00AC01S18R,DDB00AM01218R,DDB00AM01318R,DDB00AM01S18R,DDB00AR01218R,DDB00AR01318R,DDB00AR01S18R,DDB00AS01218R,DDB00AS01318R,DDB00AS01S18R,DDB00AW01218R,DDB00AW01318R,DDB00AW01S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDE00AC01218R,DDE00AC01318R,DDE00AC01S18R,DDE00AM01218R,DDE00AM01318R,DDE00AM01S18R,DDE00AR01218R,DDE00AR01318R,DDE00AR01S18R,DDE00AS01218R,DDE00AS01318R,DDE00AS01S18R,DDE00AW01218R,DDE00AW01318R,DDE00AW01S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDF00AC01218R,DDF00AC01318R,DDF00AC01S18R,DDF00AM01218R,DDF00AM01318R,DDF00AM01S18R,DDF00AR01218R,DDF00AR01318R,DDF00AR01S18R,DDF00AS01218R,DDF00AS01318R,DDF00AS01S18R,DDF00AW01218R,DDF00AW01318R,DDF00AW01S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDH00AC01218R,DDH00AC01318R,DDH00AC01S18R,DDH00AM01218R,DDH00AM01318R,DDH00AM01S18R,DDH00AR01218R,DDH00AR01318R,DDH00AR01S18R,DDH00AS01218R,DDH00AS01318R,DDH00AS01S18R,DDH00AW01218R,DDH00AW01318R,DDH00AW01S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDI00AC01218R,DDI00AC01318R,DDI00AC01S18R,DDI00AM01218R,DDI00AM01318R,DDI00AM01S18R,DDI00AR01218R,DDI00AR01318R,DDI00AR01S18R,DDI00AS01218R,DDI00AS01318R,DDI00AS01S18R,DDI00AW01218R,DDI00AW01318R,DDI00AW01S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDL00AC01218R,DDL00AC01318R,DDL00AC01S18R,DDL00AM01218R,DDL00AM01318R,DDL00AM01S18R,DDL00AR01218R,DDL00AR01318R,DDL00AR01S18R,DDL00AS01218R,DDL00AS01318R,DDL00AS01S18R,DDL00AW01218R,DDL00AW01318R,DDL00AW01S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDM00AC01218R,DDM00AC01318R,DDM00AC01S18R,DDM00AM01218R,DDM00AM01318R,DDM00AM01S18R,DDM00AR01218R,DDM00AR01318R,DDM00AR01S18R,DDM00AS01218R,DDM00AS01318R,DDM00AS01S18R,DDM00AW01218R,DDM00AW01318R,DDM00AW01S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDR00AC01218R,DDR00AC01318R,DDR00AC01S18R,DDR00AM01218R,DDR00AM01318R,DDR00AM01S18R,DDR00AR01218R,DDR00AR01318R,DDR00AR01S18R,DDR00AS01218R,DDR00AS01318R,DDR00AS01S18R,DDR00AW01218R,DDR00AW01318R,DDR00AW01S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDS00AC01218R,DDS00AC01318R,DDS00AC01S18R,DDS00AM01218R,DDS00AM01318R,DDS00AM01S18R,DDS00AR01218R,DDS00AR01318R,DDS00AR01S18R,DDS00AS01218R,DDS00AS01318R,DDS00AS01S18R,DDS00AW01218R,DDS00AW01318R,DDS00AW01S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DDW00AC01218R,DDW00AC01318R,DDW00AC01S18R,DDW00AM01218R,DDW00AM01318R,DDW00AM01S18R,DDW00AR01218R,DDW00AR01318R,DDW00AR01S18R,DDW00AS01218R,DDW00AS01318R,DDW00AS01S18R,DDW00AW01218R,DDW00AW01318R,DDW00AW01S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNC00AC01218R,DNC00AC01318R,DNC00AC01S18R,DNC00AM01218R,DNC00AM01318R,DNC00AM01S18R,DNC00AR01218R,DNC00AR01318R,DNC00AR01S18R,DNC00AS01218R,DNC00AS01318R,DNC00AS01S18R,DNC00AW01218R,DNC00AW01318R,DNC00AW01S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNM00AC01218R,DNM00AC01318R,DNM00AC01S18R,DNM00AM01218R,DNM00AM01318R,DNM00AM01S18R,DNM00AR01218R,DNM00AR01318R,DNM00AR01S18R,DNM00AS01218R,DNM00AS01318R,DNM00AS01S18R,DNM00AW01218R,DNM00AW01318R,DNM00AW01S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R,DNS00AC01218R,DNS00AC01318R,DNS00AC01S18R,DNS00AM01218R,DNS00AM01318R,DNS00AM01S18R,DNS00AR01218R,DNS00AR01318R,DNS00AR01S18R,DNS00AS01218R,DNS00AS01318R,DNS00AS01S18R,DNS00AW01218R,DNS00AW01318R,DNS00AW01S18R
"003903",34,11,70,36,10,74,45,18,81,26,8,64,27,12,64,26,5,49,37,11,74,33,7,72,44,13,80,35,9,69,38,25,79,29,0,71,78,54,91,83,63,92,83,60,95,75,44,91,70,60,85,83,50,92,22,11,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,43,18,73,46,18,78,47,23,80,37,14,69,51,30,77,34,8,57,30,10,63,33,7,67,33,13,69,25,8,58,42,18,70,24,5,48,35,12,69,38,13,74,41,17,76,29,9,64,44,22,73,27,5,49,46,19,76,47,18,79,50,24,82,42,15,73,50,28,78,44,11,64,40,15,74,44,16,80,47,21,82,33,10,69,48,26,77,29,4,52,50,39,89,67,50,100,44,44,100,50,40,80,-1,-1,-1,.,.,.,22,6,60,19,4,60,33,10,75,17,4,55,16,5,52,13,1,35,39,17,71,46,19,77,45,21,78,32,12,66,53,32,77,25,6,49,27,8,64,31,8,70,34,12,73,21,5,58,33,12,66,16,2,41,32,13,52,33,15,61,35,15,60,30,11,46,32,8,51,28,11,33,61,32,84,66,34,89,64,37,87,57,27,82,67,50,87,54,18,73,43,18,74,47,19,78,48,23,80,38,14,70,52,30,77,35,8,57,40,16,71,43,15,80,45,20,77,34,13,66,49,28,78,32,9,54,48,19,77,65,25,90,56,27,85,37,7,78,83,50,92,17,6,28
"003904",27,18,69,29,0,71,40,27,73,22,22,67,-1,-1,-1,-1,-1,-1,40,18,67,47,7,67,50,21,71,33,17,67,44,33,67,14,14,57,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,46,18,77,47,18,79,52,24,83,43,14,74,49,19,78,35,8,61,22,1,71,20,0,70,24,0,72,20,3,63,20,0,80,22,0,89,38,14,71,41,16,74,44,18,79,34,11,67,46,15,74,30,6,56,51,22,82,45,18,81,56,30,87,51,19,79,43,15,78,52,16,76,41,16,74,38,10,69,42,28,80,40,11,70,52,14,81,35,6,71,33,7,67,-1,-1,-1,57,14,71,20,10,70,40,0,60,-1,-1,-1,16,9,56,-1,-1,-1,18,9,64,14,14,57,.,.,.,-1,-1,-1,42,15,73,48,18,78,49,18,81,36,11,69,53,23,78,22,2,49,24,5,61,23,5,64,30,8,71,22,4,57,31,9,63,11,1,39,20,6,41,13,4,36,26,7,55,17,7,37,19,0,38,18,9,21,48,19,78,48,20,81,54,24,85,44,15,75,49,20,79,37,9,60,46,18,77,47,18,78,53,25,85,43,15,74,47,17,76,35,10,62,45,16,75,45,19,81,49,21,79,42,12,72,52,25,84,35,4,58,49,22,73,67,33,89,46,23,77,41,24,59,-1,-1,-1,-1,-1,-1
"003905",28,10,62,22,9,65,42,17,75,25,6,55,24,15,63,7,0,45,33,7,72,29,0,86,31,6,88,32,5,68,33,33,50,50,0,50,90,60,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,14,72,41,14,77,47,17,79,38,12,68,47,21,76,21,3,51,29,10,62,31,6,71,37,13,72,26,9,56,30,16,68,12,0,28,38,13,70,36,11,76,45,16,77,36,11,66,45,20,75,17,2,46,42,15,75,33,11,75,49,19,82,42,14,74,46,19,76,23,3,55,37,12,70,35,10,72,47,18,78,33,9,66,44,21,75,12,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,3,51,6,2,48,28,7,68,16,1,43,0,0,43,2,0,40,39,13,69,48,16,79,45,16,76,34,10,63,48,23,75,20,3,48,24,5,61,27,5,68,33,9,71,20,4,55,28,9,62,8,1,35,22,7,46,25,10,48,25,8,60,20,7,38,20,7,41,19,0,24,51,19,79,58,27,89,51,19,83,50,18,76,65,25,84,36,8,59,42,15,73,42,16,80,49,18,80,38,12,70,49,23,76,21,2,52,35,11,65,34,4,65,39,14,75,36,12,60,36,8,75,21,4,46,20,2,61,14,0,71,26,4,78,24,0,57,-1,-1,-1,0,0,13
"003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,21,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,10,67,30,9,65,31,11,75,32,9,65,50,19,69,12,5,39,44,22,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,24,7,58,23,2,54,23,7,70,23,7,54,42,16,61,13,3,32,32,7,69,24,2,63,31,8,80,35,7,67,48,4,64,18,9,50,5,0,45,-1,-1,-1,0,0,67,14,0,43,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,14,64,36,16,67,30,14,70,30,12,63,52,31,72,5,0,26,17,6,53,17,7,56,19,5,69,14,6,47,29,18,54,7,0,21,12,5,34,11,6,28,6,3,52,6,3,14,43,14,64,13,0,13,32,10,67,29,9,67,31,11,75,32,10,65,49,17,66,13,5,41,34,13,70,30,13,68,37,15,79,32,11,69,55,21,74,14,4,39,26,5,59,30,3,61,19,3,68,32,6,56,33,8,50,8,8,38,0,0,31,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
"003907",22,5,65,13,7,67,27,5,70,21,7,60,-1,-1,-1,13,0,63,53,18,84,-1,-1,-1,57,14,86,39,17,83,-1,-1,-1,60,0,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,18,77,55,22,80,45,19,82,44,16,74,51,27,76,41,8,72,41,13,65,57,29,79,50,9,78,30,10,58,27,18,55,45,9,45,40,15,73,49,20,78,41,18,80,38,13,67,47,20,71,28,3,65,48,20,81,59,24,83,44,19,84,48,21,80,47,25,71,46,8,76,41,17,77,50,26,81,39,18,81,40,13,71,60,31,80,23,6,71,40,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,16,4,41,-1,-1,-1,18,5,50,14,5,33,-1,-1,-1,-1,-1,-1,44,16,74,50,19,76,45,19,80,40,10,68,55,30,81,36,8,68,26,7,60,38,8,67,26,9,67,20,5,52,37,14,68,25,4,43,24,7,44,20,3,38,22,8,51,19,9,36,39,11,64,37,0,42,48,18,78,56,19,79,46,20,83,46,17,75,50,28,77,45,9,74,48,19,78,57,23,81,47,21,84,45,17,74,51,29,75,47,10,76,40,13,75,47,17,73,39,14,79,40,11,73,53,22,84,25,2,64,52,20,86,-1,-1,-1,63,31,94,47,18,76,-1,-1,-1,50,13,88
"004901",23,8,58,25,5,68,32,12,75,18,8,47,30,10,70,9,3,27,46,26,80,45,18,82,50,23,87,41,22,75,55,45,91,40,30,60,64,33,84,79,29,93,64,46,93,57,25,75,64,55,91,67,0,67,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,44,18,73,44,17,77,49,23,81,38,14,69,56,31,80,31,9,51,37,11,66,33,11,67,36,18,73,42,8,67,40,0,60,-1,-1,-1,44,18,73,44,17,77,49,23,81,39,14,69,56,31,80,31,9,51,46,20,77,44,16,80,51,25,82,42,17,76,52,26,77,37,12,57,35,12,67,36,11,70,41,16,76,31,9,62,43,20,71,25,5,45,40,13,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4,48,4,0,56,20,6,69,12,4,39,0,0,43,8,4,15,41,17,70,45,17,74,47,21,80,35,11,62,59,36,83,26,6,46,44,18,73,44,17,77,49,23,81,39,14,69,55,31,80,31,9,51,29,9,46,34,8,50,30,13,52,26,6,39,39,11,75,24,7,32,50,23,78,51,22,83,55,27,84,44,17,74,65,39,86,34,12,56,44,19,73,46,18,78,50,24,81,39,14,69,56,31,80,29,8,50,42,17,73,39,13,75,47,20,81,38,15,68,55,31,79,38,13,55,41,13,70,67,17,100,47,21,84,31,4,58,-1,-1,-1,33,17,33
"005901",36,14,64,-1,-1,-1,40,20,60,20,0,80,.,.,.,-1,-1,-1,59,33,85,-1,-1,-1,63,38,88,64,36,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,30,87,68,24,89,65,29,87,61,31,88,63,41,89,59,26,79,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,50,19,82,53,21,89,50,19,80,51,21,86,63,38,81,32,3,68,65,29,90,71,24,93,65,27,89,65,33,91,54,32,93,65,26,85,46,21,80,38,13,81,47,22,84,46,23,80,63,38,75,43,14,57,62,15,85,-1,-1,-1,60,20,80,40,20,80,.,.,.,-1,-1,-1,18,9,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,62,30,84,65,24,86,64,30,86,58,29,85,70,47,86,54,26,74,32,9,70,43,10,78,32,10,68,29,8,72,32,12,76,25,0,45,14,5,42,20,5,50,21,5,47,8,6,36,14,0,29,0,0,40,66,31,88,72,27,90,68,30,88,64,33,89,65,43,92,59,26,80,66,33,87,68,26,88,67,31,87,62,34,87,64,43,89,69,35,80,58,23,88,66,18,89,59,24,88,59,26,89,60,33,87,38,8,79,54,15,92,-1,-1,-1,-1,-1,-1,60,20,100,.,.,.,-1,-1,-1
"005902",33,0,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,26,19,55,20,0,60,20,20,60,27,18,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,27,86,61,26,89,62,30,88,61,27,87,53,27,76,56,18,81,50,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,36,8,73,41,9,82,34,10,77,41,8,75,29,13,54,28,0,60,63,29,89,56,24,90,65,29,89,66,31,92,49,26,71,66,25,87,38,14,78,44,6,75,41,17,83,36,16,80,36,9,73,13,0,50,85,69,100,-1,-1,-1,80,60,100,100,80,100,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,58,25,84,65,28,88,60,30,88,56,23,82,56,28,80,48,13,77,33,5,70,32,9,81,36,7,78,34,2,70,37,13,60,20,2,51,14,7,37,9,9,36,19,6,44,11,5,34,22,22,33,11,5,26,63,28,87,62,28,91,65,31,89,64,27,88,56,29,76,58,19,83,60,26,87,61,26,89,62,29,88,61,26,89,55,28,78,57,18,80,60,28,84,60,28,91,63,32,89,61,27,82,44,22,67,54,19,84,34,13,79,-1,-1,-1,36,7,93,36,21,86,-1,-1,-1,40,20,60
"005904",36,12,68,55,0,82,48,20,76,29,14,64,-1,-1,-1,22,0,44,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,26,86,63,24,93,71,37,92,56,21,84,49,19,77,55,25,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,20,75,54,14,86,62,35,83,47,14,68,35,15,65,35,12,65,61,23,88,63,13,92,68,32,94,59,19,89,48,15,76,59,30,78,48,15,76,57,11,82,56,31,82,46,8,74,25,5,60,44,13,69,40,0,87,-1,-1,-1,-1,-1,-1,17,0,67,-1,-1,-1,.,.,.,15,15,30,-1,-1,-1,22,22,33,20,20,40,-1,-1,-1,-1,-1,-1,60,29,85,63,31,93,74,42,91,53,22,80,49,22,78,50,21,75,29,5,65,32,0,79,35,12,76,27,2,61,26,9,56,13,0,38,28,4,42,25,0,50,35,6,53,31,6,44,20,0,20,-1,-1,-1,66,31,90,65,30,97,77,40,96,60,26,88,60,25,83,58,32,79,60,26,86,65,26,93,71,38,92,55,19,83,49,18,80,51,24,76,63,29,88,53,13,93,71,32,94,62,32,89,44,22,56,70,30,80,33,22,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"006902",13,6,50,-1,-1,-1,14,14,71,-1,-1,-1,.,.,.,-1,-1,-1,50,0,86,-1,-1,-1,50,0,83,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,17,77,49,16,84,50,23,84,49,13,70,48,25,77,30,7,65,25,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,11,74,45,11,84,45,18,81,42,7,70,20,7,53,10,0,55,46,17,79,38,9,84,49,23,84,51,15,74,46,18,79,34,14,69,46,19,72,80,20,80,43,24,81,47,20,67,33,17,83,0,0,20,50,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,47,-1,-1,-1,0,0,67,-1,-1,-1,.,.,.,-1,-1,-1,48,18,75,58,21,84,51,23,84,46,12,67,50,33,75,24,0,60,31,10,61,33,6,67,32,11,71,19,3,45,60,29,74,6,0,39,12,6,34,20,20,40,11,6,44,13,6,19,-1,-1,-1,13,0,38,48,18,78,45,16,84,50,25,84,49,13,70,51,26,79,36,9,71,50,20,78,54,23,88,54,27,85,50,12,68,53,29,82,33,8,64,41,13,76,41,4,78,42,16,82,47,16,74,36,14,64,22,6,67,44,11,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"007901",30,3,58,0,0,57,36,4,64,30,0,56,20,20,60,40,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,11,72,38,13,70,37,13,76,39,10,70,39,11,81,35,4,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,8,68,29,10,66,33,11,77,31,7,66,29,9,78,29,2,46,40,11,76,39,14,80,42,14,82,39,11,71,32,0,84,43,5,65,36,9,70,35,10,69,34,11,75,36,8,67,39,10,80,35,2,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,3,51,0,0,50,35,5,55,23,0,50,-1,-1,-1,43,0,43,36,11,67,37,12,60,31,12,70,39,9,68,46,20,78,26,3,44,27,7,63,23,8,61,29,8,69,27,6,60,28,8,78,29,2,45,30,5,46,9,0,36,32,6,48,32,3,41,14,14,57,40,7,53,65,31,93,71,43,86,70,30,91,72,32,96,-1,-1,-1,33,22,89,39,11,72,46,16,76,37,15,77,39,9,69,42,11,82,33,4,45,34,10,71,15,4,52,37,8,75,38,15,71,28,11,78,41,5,77,9,0,45,-1,-1,-1,-1,-1,-1,0,0,50,.,.,.,-1,-1,-1
"007902",34,15,74,40,10,70,32,16,84,36,14,59,43,29,100,-1,-1,-1,41,27,73,-1,-1,-1,29,29,71,44,11,67,-1,-1,-1,-1,-1,-1,20,0,60,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,20,75,52,23,81,43,21,78,44,16,71,61,36,80,35,12,60,50,19,75,-1,-1,-1,40,20,80,50,17,67,-1,-1,-1,-1,-1,-1,34,11,66,38,12,71,32,12,71,33,9,62,45,21,66,23,5,53,48,22,77,49,24,83,47,24,79,48,19,75,59,34,81,39,15,66,38,13,69,43,16,76,35,14,74,37,10,66,54,30,73,26,7,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,19,7,62,20,0,40,15,8,77,19,0,44,40,40,100,-1,-1,-1,44,18,73,54,22,79,40,18,78,41,13,69,62,38,79,32,9,55,20,4,57,22,4,66,19,4,62,17,1,51,40,17,65,7,1,29,17,4,34,17,5,41,19,3,37,13,3,29,26,4,48,14,5,18,59,30,84,66,35,89,58,32,87,57,26,82,70,43,89,51,20,71,47,21,76,55,25,85,45,22,80,45,17,73,61,36,80,38,13,63,40,15,69,41,17,68,39,15,75,40,11,67,58,36,80,30,10,52,43,22,69,60,20,100,53,20,80,40,25,60,40,40,80,17,0,33
"007904",18,6,51,16,4,44,21,7,62,18,8,48,4,0,42,21,0,39,27,18,73,.,.,.,20,0,80,20,20,60,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,0,0,33,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,27,9,59,29,8,61,28,10,66,28,9,58,20,4,50,26,5,49,27,18,59,-1,-1,-1,17,17,67,25,13,50,-1,-1,-1,-1,-1,-1,23,6,54,22,5,53,23,7,62,23,7,52,19,2,47,24,3,42,28,10,60,25,7,55,27,10,65,32,12,61,13,2,38,35,8,60,25,7,56,26,6,56,26,9,63,26,8,55,18,2,45,25,5,44,0,0,50,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,14,3,47,11,0,41,16,4,59,14,6,43,5,0,36,19,0,37,26,8,59,33,10,66,29,9,67,24,7,55,26,6,59,18,3,36,13,2,45,15,2,48,16,4,55,12,2,43,8,0,36,6,1,24,11,1,21,14,0,18,8,0,27,11,2,15,36,9,36,0,0,14,38,16,74,42,19,86,40,15,78,39,17,71,30,12,67,31,8,65,28,9,61,32,10,65,29,10,68,28,10,59,17,4,52,29,7,49,25,7,55,20,5,48,26,9,62,27,8,55,29,6,44,19,1,47,20,7,62,29,14,71,35,10,85,11,5,58,-1,-1,-1,0,0,14
"007905",23,5,61,27,6,77,30,7,73,14,3,47,48,10,71,0,0,25,50,32,86,38,38,88,47,35,94,59,35,76,-1,-1,-1,60,20,80,67,33,88,-1,-1,-1,75,50,100,56,22,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,37,14,70,42,16,78,38,16,76,35,12,65,46,21,78,29,7,53,19,5,38,-1,-1,-1,14,14,43,25,0,25,-1,-1,-1,-1,-1,-1,29,9,63,34,10,72,30,10,69,26,7,55,39,16,74,21,5,42,40,16,73,41,16,79,39,17,76,39,15,68,46,17,79,37,13,57,32,11,66,36,11,74,32,12,73,29,10,60,43,17,74,23,5,47,40,0,67,-1,-1,-1,-1,-1,-1,50,0,83,-1,-1,-1,-1,-1,-1,22,5,57,25,8,75,29,8,71,15,3,43,43,7,64,0,0,25,35,13,68,43,16,77,37,15,75,31,10,61,45,24,77,23,2,49,18,3,56,23,4,68,19,4,63,15,2,47,29,9,67,8,1,31,23,8,42,21,3,49,27,10,46,20,7,36,23,5,46,30,9,37,51,24,80,58,30,87,52,26,83,49,20,76,53,29,87,43,13,67,39,15,71,43,16,79,40,16,77,36,13,65,47,22,78,29,7,54,34,13,68,37,17,74,33,14,73,33,11,64,41,16,78,30,9,49,36,8,70,56,11,78,38,6,81,30,5,60,-1,-1,-1,-1,-1,-1
"007906",32,9,70,36,7,75,39,13,81,31,8,69,0,0,25,44,6,63,19,0,50,-1,-1,-1,17,0,67,20,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,13,71,35,11,74,40,15,77,38,12,68,32,10,61,39,8,67,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,10,67,31,9,71,36,13,74,33,10,64,26,7,57,34,7,63,41,13,76,34,8,78,42,17,79,44,15,74,35,9,68,48,10,77,36,12,70,33,10,73,39,15,77,36,12,67,29,8,58,39,9,68,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,25,9,63,33,11,72,30,15,76,20,6,61,0,0,0,25,0,50,34,12,66,36,15,70,38,14,74,31,10,62,29,10,54,28,6,55,20,5,59,18,4,64,26,8,69,19,4,55,10,1,40,20,2,51,20,6,36,18,4,38,24,9,43,22,5,36,16,3,28,0,0,7,49,19,76,47,21,79,47,21,79,52,17,75,53,22,78,38,5,62,38,13,71,34,11,74,42,16,77,38,13,69,34,11,63,41,9,68,34,10,68,36,14,73,34,13,77,36,9,65,26,8,54,33,5,63,50,19,88,63,38,88,88,25,100,40,10,90,0,0,80,-1,-1,-1
