DISTRICT,D200A001S15R,D200AC01S15R,D200AM01S15R,D200AR01S15R,D200AS01S15R,D200AW01S15R,D300A001S15R,D300AC01S15R,D300AM01S15R,D300AR01S15R,D300AS01S15R,D300AW01S15R,D400A001S15R,D400AC01S15R,D400AM01S15R,D400AR01S15R,D400AS01S15R,D400AW01S15R,DA00A001S15R,DA00AC01S15R,DA00AM01S15R,DA00AR01S15R,DA00AS01S15R,DA00AW01S15R,DB00A001S15R,DB00AC01S15R,DB00AM01S15R,DB00AR01S15R,DB00AS01S15R,DB00AW01S15R,DE00A001S15R,DE00AC01S15R,DE00AM01S15R,DE00AR01S15R,DE00AS01S15R,DE00AW01S15R,DF00A001S15R,DF00AC01S15R,DF00AM01S15R,DF00AR01S15R,DF00AS01S15R,DF00AW01S15R,DH00A001S15R,DH00AC01S15R,DH00AM01S15R,DH00AR01S15R,DH00AS01S15R,DH00AW01S15R,DI00A001S15R,DI00AC01S15R,DI00AM01S15R,DI00AR01S15R,DI00AS01S15R,DI00AW01S15R,DL00A001S15R,DL00AC01S15R,DL00AM01S15R,DL00AR01S15R,DL00AS01S15R,DL00AW01S15R,DM00A001S15R,DM00AC01S15R,DM00AM01S15R,DM00AR01S15R,DM00AS01S15R,DM00AW01S15R,DR00A001S15R,DR00AC01S15R,DR00AM01S15R,DR00AR01S15R,DR00AS01S15R,DR00AW01S15R,DS00A001S15R,DS00AC01S15R,DS00AM01S15R,DS00AR01S15R,DS00AS01S15R,DS00AW01S15R,DW00A001S15R,DW00AC01S15R,DW00AM01S15R,DW00AR01S15R,DW00AS01S15R,DW00AW01S15R
"014901",87,78,100,94,-1,-1,88,-1,-1,92,-1,-1,.,.,.,.,.,.,85,84,88,85,84,85,65,63,-1,75,-1,-1,79,74,90,79,77,79,85,84,90,85,86,87,77,73,81,77,83,71,87,-1,-1,100,-1,-1,52,-1,-1,55,.,-1,84,84,86,85,83,83,66,65,75,67,58,65,53,64,71,47,-1,-1,88,88,90,87,87,92
"014902",83,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,60,60,70,61,41,68,36,-1,-1,37,-1,-1,55,52,63,58,35,66,63,58,81,64,39,89,58,62,70,61,33,66,-1,.,-1,-1,-1,.,49,-1,-1,56,-1,63,57,62,59,58,44,54,48,55,60,47,38,48,19,-1,.,-1,-1,-1,76,80,100,70,90,73
"014903",89,94,97,88,86,85,94,93,100,95,90,92,92,-1,.,100,-1,-1,81,83,86,81,80,73,73,73,79,74,77,58,70,73,80,71,67,60,83,82,90,85,77,81,72,73,84,73,70,63,75,90,90,69,70,56,47,39,65,50,27,51,79,84,84,78,84,64,63,66,75,65,59,51,45,53,46,47,45,23,86,88,88,86,87,79
"014905",-1,-1,.,-1,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,87,92,89,87,89,79,53,.,-1,-1,-1,-1,80,88,78,80,85,66,91,94,97,92,81,89,81,83,81,81,86,74,.,.,.,.,.,.,53,.,-1,50,-1,-1,83,91,80,82,98,71,77,80,-1,81,82,59,89,-1,.,80,-1,-1,92,97,94,92,92,84
"014906",81,85,83,81,82,70,87,92,94,87,85,79,75,72,85,76,73,75,76,76,75,77,76,69,70,69,69,71,72,63,70,70,70,72,68,63,79,77,78,81,75,75,76,76,75,78,74,71,71,75,82,76,76,37,62,60,54,66,44,62,73,75,73,73,77,62,63,65,65,64,66,50,41,44,45,41,46,26,82,84,82,83,83,73
"014907",88,-1,-1,-1,-1,.,70,-1,-1,-1,-1,-1,.,.,.,.,.,.,82,77,88,83,77,87,75,-1,.,100,-1,-1,76,72,86,77,67,80,83,77,79,85,71,96,73,65,82,74,58,90,-1,.,.,-1,.,-1,52,-1,-1,56,-1,-1,81,78,93,80,82,80,65,57,75,68,54,71,68,-1,.,81,-1,-1,86,84,93,87,83,88
"014908",94,-1,-1,94,100,83,94,100,-1,100,-1,-1,-1,.,.,-1,-1,-1,87,91,95,88,83,75,87,-1,-1,80,-1,-1,73,83,84,75,70,43,90,91,97,92,82,86,72,81,86,74,66,41,83,-1,-1,100,-1,.,46,60,56,51,-1,-1,84,91,94,85,84,65,68,76,83,71,58,49,56,83,.,52,-1,-1,91,94,98,92,87,81
"014909",73,70,75,74,82,65,88,92,91,89,88,79,69,-1,-1,-1,.,-1,68,71,81,67,78,55,59,65,78,57,72,43,62,65,77,61,72,49,71,69,82,71,75,64,66,67,80,64,75,53,81,-1,-1,81,-1,-1,47,37,46,50,41,51,65,73,79,63,82,45,54,57,72,52,70,35,29,44,75,25,52,9,80,83,84,80,90,67
"014910",88,-1,.,90,.,-1,100,-1,-1,100,-1,.,-1,.,.,.,-1,.,83,83,93,85,79,71,87,-1,.,100,-1,-1,77,78,90,80,77,61,83,82,97,86,71,78,75,82,96,75,68,60,71,-1,.,-1,-1,.,46,-1,.,64,-1,-1,83,84,90,85,85,63,68,69,87,72,56,47,37,-1,-1,57,-1,-1,85,84,91,88,82,74
"015801",-1,.,-1,-1,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,50,55,39,44,70,.,33,-1,-1,-1,-1,.,52,56,38,48,69,.,49,59,39,44,67,.,50,53,41,44,72,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,50,50,40,45,72,.,48,57,38,43,64,.,21,-1,-1,-1,-1,.,58,71,-1,57,-1,.
"015802",-1,-1,.,-1,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,69,80,96,66,50,56,68,78,95,63,52,64,69,80,96,66,50,58,68,86,91,63,64,55,69,82,100,73,47,45,.,.,.,.,.,.,89,-1,.,93,-1,-1,69,76,100,70,-1,56,70,82,96,64,61,53,56,-1,-1,56,-1,.,62,-1,-1,56,.,-1
"015803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,45,.,55,29,45,65,-1,.,63,-1,-1,49,45,.,55,26,46,44,37,.,51,-1,36,48,42,.,54,24,43,-1,-1,.,-1,-1,.,40,-1,.,-1,-1,-1,55,52,.,60,-1,52,36,-1,.,39,-1,47,32,-1,.,33,-1,50,-1,.,.,-1,-1,-1
"015805",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,65,83,69,48,49,-1,-1,-1,-1,.,.,62,61,88,66,46,43,63,61,88,67,42,52,65,64,85,69,47,49,.,.,.,.,.,.,46,45,-1,54,-1,-1,66,69,79,71,54,45,50,52,76,55,30,27,-1,-1,.,-1,-1,-1,61,-1,.,67,-1,-1
"015806",84,-1,-1,89,-1,-1,.,.,.,.,.,.,83,-1,.,-1,.,-1,61,54,79,68,52,45,60,53,67,68,50,46,61,53,77,68,53,47,65,55,83,72,51,54,61,53,83,67,50,45,-1,-1,.,-1,-1,.,52,37,-1,56,-1,45,57,53,76,64,53,36,52,47,73,59,40,32,20,-1,-1,26,-1,-1,66,-1,-1,64,-1,-1
"015807",100,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,.,-1,-1,.,46,45,41,47,55,35,40,37,43,43,38,-1,44,41,40,46,50,34,45,37,40,50,47,38,46,43,38,47,55,35,.,.,.,.,.,.,32,25,-1,39,-1,22,47,55,42,44,64,33,41,39,39,42,51,25,17,-1,24,10,33,-1,60,75,55,55,73,-1
"015808",85,-1,.,100,-1,-1,-1,.,.,-1,.,-1,.,.,.,.,.,.,76,46,-1,90,48,80,-1,-1,.,-1,-1,.,-1,.,-1,-1,-1,.,80,53,-1,95,50,92,76,47,-1,91,47,74,.,.,.,.,.,.,-1,.,-1,-1,.,-1,73,-1,-1,86,45,74,52,-1,-1,79,-1,-1,57,-1,-1,79,-1,-1,79,50,-1,90,55,92
"015809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,58,.,73,55,73,-1,.,.,-1,.,-1,69,63,.,71,67,73,76,58,.,82,50,88,68,57,.,72,55,73,.,.,.,.,.,.,57,-1,.,59,-1,75,58,59,.,60,-1,50,60,49,.,62,43,70,-1,-1,.,-1,-1,-1,87,-1,.,100,-1,-1
"015814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,63,55,42,59,.,-1,-1,.,-1,.,.,50,63,55,42,58,.,50,62,52,40,63,.,50,62,55,42,58,.,.,.,.,.,.,.,27,-1,-1,29,-1,.,50,67,57,44,55,.,50,63,56,42,62,.,-1,-1,-1,-1,-1,.,-1,.,.,-1,-1,.
"015815",-1,.,.,-1,.,-1,-1,.,.,-1,.,-1,.,.,.,.,.,.,53,34,71,61,41,40,52,-1,.,58,-1,-1,48,31,67,57,34,35,57,41,59,63,39,57,53,36,74,60,40,41,.,.,.,.,.,.,35,-1,-1,40,-1,-1,49,28,91,60,42,24,47,28,67,56,37,32,32,-1,.,43,-1,-1,57,-1,-1,78,-1,-1
"015816",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,95,75,81,100,.,100,.,-1,100,100,.,92,-1,-1,100,100,.,91,92,79,96,100,.,84,95,73,81,100,.,.,.,.,.,.,.,-1,-1,.,-1,.,.,78,100,70,70,100,.,84,95,75,81,100,.,-1,.,.,.,-1,.,-1,.,.,-1,-1,.
"015819",47,-1,-1,45,.,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,59,58,69,62,58,46,51,52,-1,55,-1,38,56,52,65,59,53,46,65,53,88,72,52,50,65,61,82,66,65,64,-1,-1,.,-1,-1,.,44,-1,.,47,-1,-1,54,64,46,53,67,42,51,49,65,52,53,41,24,-1,-1,21,-1,-1,59,62,55,64,61,30
"015820",-1,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,-1,.,83,81,75,85,87,76,86,.,-1,-1,-1,-1,83,79,77,86,86,73,87,80,65,92,88,87,83,82,76,86,86,73,.,.,.,.,.,.,.,.,.,.,.,.,79,83,91,77,86,63,83,82,75,85,87,74,85,-1,-1,80,100,-1,83,75,-1,84,90,-1
"015822",81,79,-1,85,-1,75,95,100,-1,100,-1,83,-1,.,.,-1,.,.,73,66,76,76,61,72,70,60,72,74,72,68,69,62,74,72,58,69,73,62,79,76,58,78,71,65,76,74,58,71,-1,.,.,-1,.,-1,63,54,72,64,43,67,72,71,72,76,65,65,58,50,65,62,47,57,34,44,-1,32,41,21,85,81,80,89,85,79
"015823",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,69,48,44,67,.,-1,.,.,-1,-1,.,54,71,48,46,67,.,48,100,-1,32,55,.,52,67,45,43,70,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,57,-1,54,54,80,.,51,67,45,42,67,.,-1,.,-1,-1,-1,.,-1,-1,-1,-1,.,.
"015825",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,74,.,77,100,75,88,-1,.,75,-1,-1,76,72,.,74,100,74,73,61,.,72,100,80,76,72,.,76,100,72,.,.,.,.,.,.,69,-1,.,74,.,-1,83,85,.,83,100,67,76,76,.,73,100,74,-1,-1,.,-1,-1,.,83,-1,.,-1,-1,.
"015826",75,-1,-1,-1,-1,.,-1,.,-1,-1,.,-1,.,.,.,.,.,.,70,63,71,73,71,71,51,50,-1,45,67,-1,69,62,71,72,68,71,71,62,69,75,71,81,71,64,72,74,71,71,.,.,.,.,.,.,56,49,61,62,42,53,69,65,74,71,73,61,59,52,58,64,55,54,33,35,28,35,33,-1,83,69,-1,90,88,-1
"015827",89,85,100,89,100,80,90,100,-1,92,100,-1,.,.,.,.,.,.,85,84,93,86,87,78,86,95,71,80,100,85,83,80,91,84,84,76,86,81,90,88,81,89,83,80,93,86,81,75,-1,-1,.,-1,.,.,59,-1,-1,74,-1,-1,85,86,96,84,92,68,73,72,87,74,75,57,58,58,86,59,-1,-1,88,87,100,88,86,86
"015828",82,71,-1,88,100,60,92,100,100,93,75,86,-1,.,.,-1,.,-1,78,74,91,80,76,70,71,59,80,75,75,65,76,69,92,79,72,67,78,69,93,81,72,76,77,73,91,80,75,69,-1,-1,.,-1,-1,.,55,49,79,58,39,49,78,79,90,79,80,65,68,63,87,72,65,52,52,48,-1,57,56,32,86,87,100,86,83,79
"015830",.,.,.,.,.,.,65,-1,-1,67,-1,-1,-1,-1,.,-1,.,.,67,65,65,70,64,61,65,63,-1,71,-1,63,64,61,62,68,56,57,69,61,67,74,62,66,66,64,63,69,62,61,-1,.,.,-1,.,-1,52,43,57,55,47,52,66,69,64,67,67,57,54,52,48,58,52,44,27,-1,-1,24,42,-1,82,76,94,85,88,65
"015831",100,.,.,-1,.,-1,94,100,-1,96,-1,92,.,.,.,.,.,.,77,71,86,80,78,71,76,69,-1,76,100,75,72,65,89,76,65,69,78,66,90,83,73,73,75,68,79,79,75,69,-1,.,.,-1,.,.,45,-1,-1,58,-1,-1,77,76,82,79,82,70,62,53,78,70,57,48,42,38,-1,55,-1,-1,82,81,92,84,86,69
"015832",-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,59,51,75,63,57,47,75,-1,-1,-1,-1,-1,57,48,73,62,53,44,57,35,83,65,40,70,58,52,73,62,58,36,.,.,.,.,.,.,35,-1,-1,41,31,-1,61,67,-1,60,73,-1,53,42,67,59,50,42,78,.,-1,83,-1,-1,.,.,.,.,.,.
"015833",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,88,62,64,92,.,.,.,.,.,.,.,76,94,62,63,100,.,77,92,64,68,92,.,71,87,57,60,90,.,-1,.,.,-1,-1,.,-1,.,.,-1,-1,.,70,85,58,59,93,.,67,82,57,56,88,.,28,-1,-1,-1,-1,.,91,-1,-1,80,100,.
"015834",94,84,88,100,100,100,95,89,100,97,100,100,98,95,99,97,97,100,94,87,95,97,98,96,68,36,-1,80,-1,-1,.,.,.,.,.,.,93,83,94,97,98,97,93,83,92,97,96,94,-1,.,-1,-1,.,-1,-1,-1,.,-1,.,.,95,91,95,97,97,95,-1,-1,.,-1,.,.,56,-1,-1,-1,.,-1,96,93,95,97,100,95
"015835",100,-1,.,100,.,-1,92,-1,-1,100,-1,88,.,.,.,.,.,.,90,88,83,93,92,88,81,-1,.,82,.,-1,85,80,81,89,89,80,92,89,91,95,91,87,84,79,75,90,85,81,.,.,.,.,.,.,77,83,-1,67,-1,-1,89,85,74,91,93,89,77,74,100,76,90,-1,85,-1,-1,89,-1,-1,95,94,91,95,97,94
"015836",90,-1,.,86,.,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,87,78,-1,92,77,83,.,.,.,.,.,.,79,71,-1,85,-1,-1,84,71,-1,89,71,83,86,70,-1,93,86,81,.,.,.,.,.,.,85,-1,.,86,-1,-1,91,87,-1,96,83,83,73,60,.,84,-1,64,-1,-1,.,-1,-1,.,87,86,.,92,-1,83
"015901",100,100,-1,100,.,100,96,100,100,93,100,94,-1,.,.,-1,.,.,89,87,95,89,92,86,81,56,100,85,89,86,72,65,86,73,79,68,91,87,94,92,91,90,81,79,89,81,86,76,97,100,-1,94,-1,-1,46,39,-1,52,-1,32,87,87,95,87,92,81,71,61,81,75,76,63,48,43,-1,44,69,44,94,93,98,95,96,91
"015904",80,.,-1,80,-1,-1,94,-1,-1,86,-1,-1,.,.,.,.,.,.,69,74,73,68,70,62,65,77,-1,61,-1,-1,68,73,71,67,68,60,72,73,74,72,69,69,69,74,73,68,70,62,70,-1,-1,-1,.,-1,58,61,59,57,46,61,67,75,73,65,72,55,61,66,66,60,62,51,25,38,29,22,27,10,75,86,74,73,79,54
"015905",100,-1,.,100,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,62,62,70,64,54,57,54,58,77,54,43,42,62,62,71,64,53,57,66,61,79,69,52,67,62,62,70,64,54,58,-1,-1,-1,-1,.,-1,55,51,64,58,32,57,59,63,63,59,56,48,55,54,66,56,48,48,24,34,32,21,25,10,71,91,-1,66,-1,-1
"015906",98,94,100,100,96,100,97,100,100,100,90,88,100,-1,.,100,-1,-1,93,94,91,94,94,90,85,85,78,85,85,87,85,83,71,86,86,89,95,94,93,96,95,98,93,96,92,94,96,82,-1,-1,.,-1,-1,.,.,.,.,.,.,.,91,94,89,91,93,82,82,82,83,83,82,67,83,82,-1,85,90,75,95,96,92,95,97,94
"015907",69,70,71,71,70,62,65,68,56,61,71,78,65,-1,.,60,-1,-1,63,66,66,64,60,55,57,62,59,58,50,51,62,65,65,63,58,53,65,65,69,67,57,62,63,66,66,64,60,55,81,-1,-1,81,-1,-1,48,48,50,50,36,45,60,66,63,60,63,47,53,56,57,54,50,40,38,47,45,38,45,19,76,78,75,77,82,68
"015908",-1,.,.,-1,.,.,100,-1,-1,-1,-1,.,75,-1,.,-1,-1,-1,66,65,72,67,63,65,62,66,92,61,44,57,65,64,72,66,62,64,69,63,77,72,61,72,66,65,72,67,64,65,41,-1,-1,40,-1,-1,51,47,54,53,29,61,63,66,68,62,66,58,56,54,64,57,52,55,28,36,37,25,30,16,70,77,71,72,65,61
"015909",91,-1,-1,89,-1,-1,-1,.,.,-1,.,-1,-1,-1,.,-1,.,-1,69,75,79,65,74,62,89,-1,-1,82,100,-1,66,72,77,62,72,61,70,73,80,68,73,68,68,74,78,64,72,62,63,.,.,-1,.,-1,55,53,70,51,39,70,67,76,78,62,74,56,57,62,70,53,62,46,31,49,45,25,40,-1,72,78,82,69,80,60
"015910",89,91,90,90,91,82,93,93,96,92,94,92,90,83,100,95,79,91,84,86,88,84,86,77,74,76,80,74,77,62,74,76,80,74,76,64,86,85,89,87,85,83,80,82,85,80,82,72,84,81,88,83,84,88,61,62,66,63,47,56,82,86,87,81,88,71,69,71,76,69,74,54,63,68,60,63,73,46,93,95,95,93,94,87
"015911",82,85,90,85,81,64,96,-1,-1,100,88,-1,56,-1,.,-1,-1,-1,69,69,72,70,75,57,65,64,73,65,68,58,63,62,65,64,68,51,72,68,73,74,74,65,67,67,70,68,73,56,50,-1,.,-1,-1,-1,49,39,47,53,41,50,66,69,71,66,76,48,56,56,64,56,65,38,36,44,44,36,45,21,76,77,79,77,83,59
"015912",74,67,86,77,54,83,82,100,83,74,100,-1,100,-1,-1,100,-1,.,69,73,70,69,67,64,72,69,67,72,71,77,67,71,69,67,64,62,71,71,74,72,64,69,68,72,70,68,66,63,71,-1,-1,88,-1,-1,50,59,40,52,30,50,67,75,67,66,69,59,57,62,61,58,52,47,42,61,29,39,42,39,78,82,85,79,76,70
"015913",85,89,100,86,100,65,100,100,-1,100,-1,-1,100,-1,-1,100,-1,-1,89,91,95,90,100,78,83,88,-1,79,100,80,86,84,93,86,100,80,93,92,95,93,100,86,92,83,100,94,100,81,100,.,.,-1,.,-1,-1,-1,.,-1,.,-1,86,89,95,86,100,68,70,70,83,71,100,47,77,80,-1,76,-1,-1,91,95,92,92,100,77
"015914",89,87,93,92,88,80,95,100,-1,100,-1,100,87,-1,-1,91,-1,100,85,84,93,87,79,78,77,78,90,80,59,69,80,76,82,84,66,78,86,83,97,89,79,84,85,86,92,86,79,81,69,-1,-1,100,-1,-1,71,83,-1,64,-1,-1,83,85,90,84,80,72,70,70,87,71,63,63,60,68,75,58,71,39,88,86,94,88,93,79
"015915",89,91,91,90,88,83,88,92,88,86,92,87,87,86,85,88,76,91,82,83,86,83,82,74,79,79,81,80,82,74,75,76,81,76,73,65,84,83,88,85,80,80,79,81,84,80,79,70,86,82,100,86,94,78,61,60,64,64,49,58,80,84,84,80,84,68,71,71,76,71,76,54,50,56,58,51,51,34,90,92,92,90,92,83
"015916",85,84,80,88,87,78,82,82,90,82,77,82,74,81,56,78,75,-1,77,78,77,77,76,71,71,73,72,72,72,65,72,74,74,73,70,66,79,77,77,81,75,76,76,78,77,77,76,71,73,67,-1,71,-1,86,59,58,59,61,42,64,74,79,76,74,78,65,69,71,71,69,73,59,45,51,42,46,55,23,84,87,83,85,86,75
"015917",76,-1,-1,81,-1,-1,65,-1,-1,64,-1,-1,.,.,.,.,.,.,65,66,74,64,73,57,66,75,-1,64,78,-1,63,64,73,61,71,54,68,65,77,67,70,68,65,65,74,63,73,58,-1,.,.,-1,.,-1,54,53,65,54,47,56,62,66,71,61,75,47,53,54,65,52,58,45,24,34,40,21,39,13,68,72,68,72,64,53
"016901",80,-1,-1,78,-1,-1,-1,.,.,-1,.,-1,.,.,.,.,.,.,80,91,81,78,85,69,.,.,.,.,.,.,73,82,67,73,85,60,88,97,84,84,92,86,65,79,74,62,76,55,75,-1,-1,83,.,-1,55,-1,-1,52,-1,67,74,86,77,74,78,58,58,68,67,57,62,40,51,71,71,41,50,-1,86,96,82,85,86,75
"016902",96,-1,-1,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,86,87,90,88,90,66,78,-1,.,-1,.,-1,77,78,84,81,88,49,87,88,91,89,87,73,76,76,83,79,89,48,-1,.,.,.,-1,.,45,45,-1,52,-1,-1,84,86,90,87,92,58,70,70,78,74,78,34,76,80,-1,83,83,-1,91,93,95,93,90,76
"017901",100,-1,-1,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,91,86,86,96,89,88,-1,.,.,-1,.,-1,90,92,88,95,-1,67,90,83,90,95,80,90,88,71,-1,95,86,100,83,-1,-1,-1,.,-1,.,.,.,.,.,.,93,90,83,96,100,86,79,75,67,87,-1,-1,59,-1,-1,73,-1,-1,92,87,88,95,88,88
"018901",65,-1,-1,71,-1,50,94,-1,-1,90,-1,-1,.,.,.,.,.,.,80,77,95,82,75,68,63,-1,-1,67,-1,-1,70,65,88,74,59,63,85,81,97,88,72,81,72,66,90,77,59,59,71,-1,-1,-1,-1,-1,40,-1,-1,52,-1,-1,75,74,93,77,77,57,63,58,86,70,46,47,25,-1,-1,31,-1,-1,85,85,96,87,85,73
"018902",66,-1,-1,79,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,84,84,85,88,71,85,92,-1,.,100,-1,-1,79,75,73,85,62,79,91,86,100,95,71,95,78,79,82,81,65,74,.,.,.,.,.,.,71,-1,-1,75,-1,-1,79,81,79,81,72,75,72,68,80,77,68,50,73,.,.,71,-1,-1,89,88,90,91,79,91
"018903",-1,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,59,62,45,61,68,-1,.,.,.,.,.,.,60,64,45,59,71,-1,68,63,-1,65,82,-1,60,75,56,54,76,-1,.,.,.,.,.,.,61,-1,-1,50,-1,-1,54,61,-1,57,57,-1,42,54,-1,48,-1,-1,50,-1,.,-1,-1,-1,61,-1,-1,76,-1,-1
"018904",62,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,78,73,84,79,85,68,52,-1,.,64,-1,-1,71,67,71,74,77,58,82,65,91,85,81,81,73,65,70,74,85,74,.,.,.,.,.,.,54,-1,-1,57,-1,60,74,82,79,74,89,52,64,57,74,67,65,51,35,-1,-1,50,-1,-1,82,80,93,82,88,69
"018905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,70,69,72,77,48,.,.,.,.,.,.,67,68,67,67,77,53,76,73,63,77,81,83,67,67,71,65,80,53,-1,.,.,.,-1,.,47,-1,-1,39,-1,-1,64,67,-1,69,73,33,57,61,60,57,65,38,-1,-1,-1,-1,.,-1,74,73,-1,83,70,-1
"018906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,64,93,84,85,89,.,.,.,.,.,.,79,60,88,81,75,83,82,75,83,85,-1,75,72,-1,-1,68,83,-1,.,.,.,.,.,.,-1,.,.,-1,.,.,86,-1,100,83,88,100,73,-1,88,70,88,78,56,-1,.,-1,-1,-1,90,71,91,91,86,93
"018907",-1,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,76,71,100,80,69,59,-1,-1,.,-1,-1,-1,73,64,100,77,71,57,74,60,100,82,63,64,94,-1,-1,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,78,87,100,78,80,56,60,67,100,61,55,-1,53,-1,.,64,-1,-1,76,77,100,79,68,54
"018908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,50,100,65,67,67,.,.,.,.,.,.,64,-1,-1,62,-1,57,70,-1,-1,74,-1,50,63,-1,-1,58,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,.,-1,61,-1,-1,55,56,88,44,-1,-1,44,-1,-1,-1,.,.,-1,.,-1,66,-1,-1,67,67,67
"019901",73,-1,-1,71,.,83,.,.,.,.,.,.,.,.,.,.,.,.,76,74,87,78,66,73,64,63,85,69,28,73,69,64,88,73,54,67,77,75,83,81,63,74,66,72,78,65,-1,59,75,-1,.,86,-1,-1,66,67,-1,59,-1,75,75,72,91,75,70,72,58,56,78,60,37,56,47,-1,.,60,-1,-1,81,80,90,83,76,76
"019902",89,100,-1,85,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,86,81,93,89,72,97,78,54,100,88,53,100,82,72,85,85,68,95,86,81,93,90,65,94,79,86,67,78,71,91,-1,.,.,-1,.,.,65,-1,-1,75,-1,-1,87,81,92,87,78,100,71,67,87,75,31,91,92,-1,-1,88,.,-1,89,85,96,90,76,97
"019903",75,-1,.,80,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,78,75,73,86,65,69,60,60,-1,65,-1,-1,74,58,58,85,59,75,83,76,85,92,56,83,82,-1,.,100,-1,-1,100,-1,.,-1,-1,.,.,.,.,.,.,.,75,74,65,81,72,58,64,62,68,75,38,38,36,-1,-1,43,46,-1,80,76,77,88,67,69
"019905",64,73,-1,66,83,36,100,-1,.,-1,-1,.,-1,.,.,-1,.,-1,78,78,85,80,76,66,64,53,83,67,66,56,71,71,83,73,65,62,82,78,89,86,73,73,79,85,-1,79,-1,75,100,-1,-1,-1,-1,-1,60,.,.,63,.,-1,74,79,82,74,79,57,63,61,75,67,56,41,69,-1,-1,68,-1,-1,83,86,85,86,79,73
"019906",71,-1,.,75,-1,-1,-1,.,.,-1,.,-1,.,.,.,.,.,.,82,79,86,80,86,84,71,-1,-1,70,-1,-1,73,71,75,73,79,73,86,81,92,86,89,92,92,-1,-1,90,-1,100,83,-1,-1,-1,.,-1,.,.,.,.,.,.,77,78,80,75,83,74,61,55,68,63,63,50,28,29,-1,27,-1,-1,82,80,86,81,85,84
"019907",86,79,87,87,97,86,86,89,100,82,88,83,100,-1,.,-1,-1,-1,77,80,84,77,76,72,64,67,74,64,62,58,69,72,78,69,67,64,81,81,88,81,77,78,78,80,86,78,76,72,89,88,-1,95,-1,-1,57,53,69,58,55,57,74,79,80,73,74,65,58,56,69,59,57,50,39,43,-1,45,43,16,90,92,92,90,89,84
"019908",78,81,73,75,85,78,-1,.,.,-1,.,.,89,-1,-1,80,-1,-1,74,67,79,75,78,66,65,54,71,68,69,58,71,64,79,72,74,63,76,65,83,79,74,72,82,75,100,80,94,67,83,-1,-1,-1,-1,.,45,-1,.,56,-1,-1,72,69,76,72,83,60,61,45,74,63,65,50,42,-1,28,47,50,42,83,79,88,85,85,75
"019909",83,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,79,78,89,83,74,59,.,.,.,.,.,.,75,74,82,81,63,59,83,87,95,86,78,63,73,89,-1,75,67,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,75,70,81,80,69,53,69,67,85,72,66,37,-1,.,-1,-1,.,.,79,77,90,84,74,62
"019910",-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,77,75,.,82,.,64,.,.,.,.,.,.,75,-1,.,81,.,60,77,-1,.,83,.,75,-1,-1,.,-1,.,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,77,-1,.,81,.,-1,62,-1,.,69,.,-1,-1,-1,.,-1,.,.,87,100,.,87,.,80
